event_id,event_link,event_name,event_tags,event_programe,date,start_time,all_day,end_time,event_description,event_location
266,https://community.ucla.edu/event/1f1ddebf-c69f-45fe-9d2c-ff2ecfd6f1e0,"Performing Chinatown: Hollywood, Tourism, and the Making of a Chinese American Community","#Educational, #Research",Institute of American Cultures,2025-05-14,16:00:00,F,18:00:00,"Professor William Gow (CSU Sacramento) will have a discussion with filmmaker and professor Renee Tajima-Peña about his new book, Performing Chinatown (Stanford University Press, 2024), which “retells the long-overlooked history of the ways that Los...","Charles E. Young Research Library, Level A, Distinctive Collections Classroom"
267,https://community.ucla.edu/event/7aaae578-f062-5920-2cb6-a48b836b4486,Bruin Professionals West Coast Meeting,,Alumni,2025-05-14,16:30:00,F,18:30:00,"Join BP West Coast on their March Chapter meeting! Preparing Your Business For Ai and The Future of Work: A Digital Transformation Journey Digital transformation is not just for large corporations, small business owners can also prepare themselves...",Zoom
268,https://community.ucla.edu/event/88ec34fd-b7c1-4f1b-b48a-1e55f443d544,50 Years after the War: A Journey toward Peace,"#Educational, #Research",Institute of American Cultures,2025-05-14,16:30:00,F,18:00:00,"In her conversation with George Dutton, professor in the UCLA Department of Asian Languages and Cultures, Quê Mai will share the moments that defined her as a writer, what compelled her to document the impact of the war, how she found healing via...",10383 Bunche Hall
269,https://community.ucla.edu/event/663edc29-3eb0-4d2f-a185-e71581d3222a,Fowler Out Loud Mariachi de Uclatlan,"#Arts, #Music",Mariachi de Uclatlán,2025-05-14,18:00:00,F,20:00:00,"Don’t miss our annual concert under the stars in the Fowler amphitheater with Mariachi de Uclatlán—the first mariachi ensemble to be established at an academic university. Under the tutelage of Grammy-winning musical director Jesús “Chuy” Guzmán,...",The Fowler Museum at UCLA - Fowler Outdoor Amphitheater
270,https://community.ucla.edu/event/088d25ec-0b5d-4c90-a05e-66bfb44655da,A Decent Home Documentary Screening+ Q&A,"#Educational, #Academic",Lewis Center for Regional Policy Studies,2025-05-14,18:00:00,F,20:30:00,"The UCLA Lewis Center for Regional Policy Studies and Luskin Center for Innovation invite you to a screening of A Decent Home, a feature­length documentary addressing class and economic inequity that features the lives and challenges of mobile home...",2355 Public Affairs Building
271,https://community.ucla.edu/event/a2979634-8f20-fdfe-0483-417c4c26bd64,I Heart UCLA Event: Barney's Trivia Night,,Alumni,2025-05-14,20:00:00,F,22:00:00,"Barney’s is hosting another epic Trivia Night, and you’re invited! Join solo or with friends, it’s going to be a great time.",Barney's Beanery • Los Angeles CA
272,https://community.ucla.edu/event/cc0ba6cd-caae-8ebf-2c01-dbe59091ee81,Bruin Gear Collection,,Alumni,2025-05-14,00:00:00,T,23:59:59,We’re gathering new or gently used Bruin gear for community members who lost everything in the fires. Drop your donations at the James West Alumni Center.,James West Alumni Center
273,https://community.ucla.edu/event/8cbc10a4-64f6-8d05-f4df-6115a770dac7,I Heart UCLA Event: Rise and Shine Yoga,,Alumni,2025-05-15,08:30:00,F,10:30:00,"Start your day with peace, intention and movement. Join us for an energizing early morning yoga session! All levels welcome, bring your mat, water and positive vibes.",Dickson Court North
274,https://community.ucla.edu/event/28952e23-6f09-48be-b48e-f1dad4803b8c,Create Engaging and Interactive Reading Assignments Using Social Annotation Tools,#FacultyStaff,Bruin Learn Center of Excellence,2025-05-12,10:00:00,F,12:00:00,"The session will cover a comparison between two social annotation tools, Perusall and Hypothesis, and demonstrate how to use them to create interactive reading assignments that promote student engagement and collaboration. Audience: Faculty,...",[Zoom](https://ucla.zoom.us/meeting/register/av1EK-LJS-WD5kmacEUJTg#/registration)
275,https://community.ucla.edu/event/78a8b627-c222-429b-8d96-e85dc91998fb,Symposium: UCLA Latino Policy Day,"#Educational, #Research",Institute of American Cultures,2025-05-15,12:00:00,F,17:30:00,"Please join us at the inaugural Latino Policy Day! This event will introduce the UCLA community (students, faculty, staff, and alumni) to groundbreaking work that the Latino Policy and Politics Institute (LPPI) has supported in the areas of housing...","Hershey Hall, Hershey Salon"
276,https://community.ucla.edu/event/c573d039-b1a0-debd-3a68-3034fd4d9ad9,UCLA Latino Policy & Politics Institute Latino Policy Day supported by the UCLA Latino Alumni Association,,Alumni,2025-05-15,12:00:00,F,17:30:00,"UCLA LPPI (the Latino Policy & Politics Institute) will host its inaugural Latino Policy Day to introduce the UCLA community (students, faculty, staff, and alums) to groundbreaking work that LPPI has supported in the areas of Housing &...",UCLA Hershey Hall • Los Angeles CA
277,https://community.ucla.edu/event/59baa922-2a8a-4c87-8d68-0f2a5517a473,CAPS Drop-In hours at USP,"#Undergraduate, #GraduateProfessional, #Health, #MentalHealth","Bruin Resource Center, Undocumented Student Program",2025-05-15,13:00:00,F,15:00:00,"CAPS Drop-In Hours provide free, confidential, brief consultations for UCLA undergraduate and graduate students that identify as undocumented or come from mixed-status families. During the visit, a specialized counselor can help you to explore...",Undocumented Student Program office - Student Activities Center B52
278,https://community.ucla.edu/event/6e3948d7-2d25-4fc9-b705-bc31fc7b4234,Career Center Transfer Pop-In,#Undergraduate,Transfer Student Center,2025-05-15,13:00:00,F,15:00:00,"The Career Center is excited to announce our “Transfer Pop-Ins” at the Transfer Student Center (TSC). These are your golden 15-minute slots to get personalized, one-on-one career advice that caters specifically to your unique journey as a transfer...",Transfer Student Center (Kerckhoff 128)
279,https://community.ucla.edu/event/3742b24f-a3fb-41d1-9570-41a2efe5fdd1,Drop in with Val,"#Undergraduate, #GraduateProfessional, #Health, #MentalHealth",Resilience In Your Student Experience (RISE) Center,2025-05-15,13:00:00,F,15:00:00,"Feel free to drop by and chat with RISE Health and Wellbeing Coordinator! Whether you want to discuss campus mental health resources, get connected to CAPS, manage academic stress, or just need someone to talk to, we're here for you.",RISE Center at Lu Valle Commons Basement Level
280,https://community.ucla.edu/event/36e3ef7e-8e54-42ca-9b46-45f693f7d9a2,"Bruin Love Station - Free Safer Sex Supplies, Narcan, & Fentanyl Test Strips",#Health,Health Education and Resource Team,2025-05-15,14:00:00,F,17:00:00,"Bruin Love Station is a mobile cart that offers free safer sex supplies, Narcan, fentanyl test strips and opportunities for students to converse with trained peers and professional staff. Brought to you by the Health Education and Resource Team...",Bruin Walk
281,https://community.ucla.edu/event/d38c49cd-8b81-463c-939a-d21f217966fb,Expanding Your Audience: How to Publish Outside Academia,"#GraduateProfessional, #Educational, #Career",Graduate Writing Center,2025-05-15,16:00:00,F,17:30:00,[#GraduateProfessional](https://community.ucla.edu/grad) [#Educational](https://community.ucla.edu/educational) [#Career](https://community.ucla.edu/educational/career),Where can your writing and research interests go beyond a field-specific journal article or academic conference presentation? Writing for non-academic publications offers graduate students the opportunity to flex their creative muscles and develop a...
282,https://community.ucla.edu/event/53f0608d-0329-438e-965e-5e1075744153,Spring 2025 GET HIRED UCLA: Senior & Master's Student In-Person Job Fair,"#Undergraduate, #GraduateProfessional, #Educational, #Career",Career Center,2025-05-15,16:00:00,F,19:00:00,Are you a Senior & Still looking for Employment? Are you a Master's Student about to graduate looking for career opportunities? Then this is the Career Event for you! The UCLA Career Center is proud to present the Spring 2025 GET HIRED UCLA:...,Ackerman Grand Ballroom
283,https://community.ucla.edu/event/cef99d6f-0809-4df3-ac61-d9ee17411d9d,Letter/Postcard to Future Self,"#Undergraduate, #GraduateProfessional, #Health, #Wellness",Resilience In Your Student Experience (RISE) Center,2025-05-15,17:00:00,F,18:00:00,"Reflect, dream, and inspire the person you're becoming. Write a postcard to yourself — talk about your goals, your dreams, your biggest worries, or just what’s happening in your life right now. We'll hold onto it and send it your way later this...",RISE Center at Lu Valle Commons Basement Level
284,https://community.ucla.edu/event/6b21f5d3-7297-4181-bff8-e30c77e26a7f,Twenties Talk,"#Undergraduate, #GraduateProfessional, #Health, #Wellness",Resilience In Your Student Experience (RISE) Center,2025-05-15,17:00:00,F,18:00:00,"Join us for Twenties Talk, a weekly space to navigate friendships, dating, mental well-being, and life’s transitions in your twenties. Engage in meaningful discussions, hear from guest experts, and connect with a supportive community—plus, enjoy...",RISE Center at Lu Valle Commons Basement Level
285,https://community.ucla.edu/event/7eccbd06-53fb-a169-d7ea-95dea870858b,2025 Bruin Business 100 Reception,,Alumni,2025-05-15,18:00:00,F,20:00:00,"The 2025 Bruin Business 100 recipients will be recognized and celebrated. Recipients, campus partners, and other distinguished guests will be invited to enjoy an evening of community, refreshments, beverages, and celebration of our outstanding Bruin...","James West Alumni Center, Collins Conference Room • Los Angeles CA"
286,https://community.ucla.edu/event/d7cc1582-a3cc-aa60-eda6-779963d4edf4,Alumni Association Appreciation Day: UCLA Baseball vs. Northwestern,,Alumni,2025-05-15,18:00:00,F,20:00:00,UCLA Athletics and the UCLA Alumni Association are proud to invite all alumni to this Alumni Association Appreciation Day. Visit the venue's ticket window and receive four (4) free admissions to UCLA Baseball vs. Northwestern starting at 6 p.m.   ...,Jackie Robinson Stadium
287,https://community.ucla.edu/event/049644ec-092d-5f03-bf1a-64dc33a57a4b,Men's Rowing vs American Collegiate Rowing Association National Championship,,"Club Sports, Rowing",2025-05-15,00:00:00,T,23:59:59,American Collegiate Rowing Association National Championship (ACRA),"Oak Ridge, TN"
288,https://community.ucla.edu/event/cc0ba6cd-caae-8ebf-2c01-dbe59091ee81,Bruin Gear Collection,,Alumni,2025-05-16,00:00:00,T,23:59:59,We’re gathering new or gently used Bruin gear for community members who lost everything in the fires. Drop your donations at the James West Alumni Center.,James West Alumni Center
289,https://community.ucla.edu/event/28e6de13-61d0-45fa-aa67-691776991621,Energy Transitions in Long Modernity (Day 2),"#Educational, #Academic",Center for 17th- & 18th-Century Studies,2025-05-16,09:00:00,F,11:10:00,"This conference will be held via Zoom. Please visit our website for the list of speakers, program schedule and to register. Organized by Robert N. Watson (University of California, Los Angeles), Tiffany Jo Werth (University of California, Davis),...",[Zoom](https://ucla.zoom.us/meeting/register/16-Z8Yv_S0y3k18NdEb-Ew#/registration)
290,https://community.ucla.edu/event/b44a05b8-2bd1-4b17-ba52-ced029e2427b,CAE Disability Specialist Check-In with Betteena Marco,"#Undergraduate, #GraduateProfessional, #FacultyStaff, #Educational, #Academic",Center for Accessible Education,2025-05-12,10:00:00,F,11:00:00,"During Disability Specialist Check-Ins, a Disability Specialist will be available to answer quick questions about accommodations, registration with the CAE, accessibility of courses, and any non-confidential questions you would like addressed. To...",[Zoom](https://ucla.zoom.us/j/96675641305)
291,https://community.ucla.edu/event/1fbb2035-35c5-456a-98aa-cd093f44690c,Nadine - Neurodivergent Student Support Available,"#Undergraduate, #GraduateProfessional, #Health, #MentalHealth",Resilience In Your Student Experience (RISE) Center,2025-05-16,13:00:00,F,15:00:00,[Digital Event](https://ucla-hipaa.zoom.us/j/91833671204?pwd=ZGQADrjzt6JBLhR43FWyallrXU5HsG.1),RISE Center at Lu Valle Commons Basement Level
292,https://community.ucla.edu/event/e43081d0-ac44-457b-b8cd-2cfb614b73e2,Online Mindful Writing Retreat Sessions (4th of 4 Sessions),"#GraduateProfessional, #Educational, #Academic",Graduate Writing Center,2025-05-16,13:30:00,F,16:00:00,[#GraduateProfessional](https://community.ucla.edu/grad) [#Educational](https://community.ucla.edu/educational) [#Academic](https://community.ucla.edu/educational/academic),"The mindful writing retreat will integrate simple techniques from mindfulness to support the writing process and cultivate an approach to writing that fosters balance, self-care, and well-being. Please bring a current writing project because much of..."
293,https://community.ucla.edu/event/1a4f541d-a530-426d-93fe-7d4dc1aa5f2f,Scrolling Away the Present,"#Undergraduate, #GraduateProfessional, #Health, #Wellness",Resilience In Your Student Experience (RISE) Center,2025-05-16,16:00:00,F,17:00:00,How Social Media Shapes Us and Our Enjoyment of the Mundane—And How to Reclaim It,RISE Center at Lu Valle Commons Basement Level
294,https://community.ucla.edu/event/f5b2a170-1618-3653-be5e-3df697798558,UCLA Spring Sing with Bruin Professionals,,Alumni,2025-05-16,17:00:00,F,19:00:00,"Join Bruin Professionals for their annual Spring Sing mixer! Network with fellow UCLA Alumni while enjoying Mediterranean food, beer & wine, and an opportunity drawing! Your registration includes food and drink, one opportunity drawing prize...",James West Alumni Center
297,https://community.ucla.edu/event/2a262d05-7e36-6e04-c8ed-45af40c00f27,Alumni Association Appreciation Day: UCLA Baseball vs. Northwestern,,Alumni,2025-05-16,18:00:00,F,20:00:00,UCLA Athletics and the UCLA Alumni Association are proud to invite all alumni to this Alumni Association Appreciation Day. Visit the venue's ticket window and receive four (4) free admissions to UCLA Baseball vs. Northwestern starting at 6 p.m.   ...,Jackie Robinson Stadium
296,https://community.ucla.edu/event/c2a37fcc-7e92-ea87-4b16-338e7d2bb1e2,Spring Sing,,Alumni,2025-05-16,19:30:00,F,21:30:00,"The Wait Is Over – Spring Sing Is Back! Since 1945, Spring Sing has been one of UCLA’s most iconic traditions—a celebration of the incredible talent, creativity, and spirit of our student body. What started as a barbershop quartet competition has...",Los Angeles Tennis Center
297,https://community.ucla.edu/event/dab0a7db-543b-a6af-3b9d-d5d7e48f6885,Alumni Association Appreciation Day: UCLA Baseball vs. Northwestern,,Alumni,2025-05-16,00:00:00,T,23:59:59,UCLA Athletics and the UCLA Alumni Association are proud to invite all alumni to this Alumni Association Appreciation Day. Visit the venue's ticket window and receive four (4) free admissions to UCLA Baseball vs. Northwestern starting at 6 p.m.   ...,Jackie Robinson Stadium
298,https://community.ucla.edu/event/3a1489f0-4273-5871-8a27-61d7ca2b5e2f,Water Ski vs All-Stars,,"Club Sports, Water Ski",2025-05-17,00:00:00,T,23:59:59,"[Club Sports](https://community.ucla.edu/clubsports ""Club Sports"") • [Water Ski](https://community.ucla.edu/clubsport/water ""Water Ski"")","Cedar Creek (Fayetteville, AR)"
299,https://community.ucla.edu/event/cc0ba6cd-caae-8ebf-2c01-dbe59091ee81,Bruin Gear Collection,,Alumni,2025-05-17,00:00:00,T,23:59:59,We’re gathering new or gently used Bruin gear for community members who lost everything in the fires. Drop your donations at the James West Alumni Center.,James West Alumni Center
300,https://community.ucla.edu/event/afabadbb-e071-6e1f-2873-dba32e3586c2,"Coffee Social – Wimbledon, London",,Alumni,2025-05-17,03:00:00,F,05:00:00,"Coffee Socials are events that bring UCLA to neighborhoods around the world. Providing an opportunity for attendees to engage with one another on a regional level, Coffee Socials foster connections and relationships within the greater Bruin...",601 Queen's Road
301,https://community.ucla.edu/event/f58beb18-71cf-6c65-f081-bdf7585276c1,Channel Islands Network - Santa Cruz Island Day Trip,,Alumni,2025-05-12,08:00:00,F,10:00:00,"Join the Channel Islands Bruins on a day trip to the beautiful and biggest of the Channel Islands, Santa Cruz Island. We will be meeting at the Islands Packers in the Ventura Harbor at 8:15am and the ship will be leaving dock at 9am. We will be...",Islands Packers
302,https://community.ucla.edu/event/8bd46a6e-5d6f-4b89-896f-0acec805352b,Alumni Band: Performance at UCLA Baseball vs. Northwestern,,Alumni,2025-05-17,13:30:00,F,15:30:00,Alumni Band performance at UCLA Baseball vs. Northwestern.,Jackie Robinson Stadium
303,https://community.ucla.edu/event/b4477912-a08d-d231-4ba3-13c0fbe4a66c,UCLA Awards,,Alumni,2025-05-17,17:00:00,F,19:00:00,"Since 1946, UCLA has paid tribute to its most distinguished luminaries who have lit the way for UCLA's brightest stars to shine. From larger-than-life legends to community heroes, UCLA Awards are bestowed upon Bruins who have brought great honor to...",UCLA Luskin Conference Center • Los Angeles CA
304,https://community.ucla.edu/event/b6c9d617-cde5-4b0e-bee3-09e7d69f6e95,PLAY Day 2025,"#Undergraduate, #Educational",Bruin Belles Service Association,2025-05-17,09:00:00,F,14:00:00,"For our 28th year, Bruin Belles Service Association is proud to present Players Leading Active Youth Day, also known as P.L.A.Y. Day. This event will bring together UCLA Athletics and Bruin Belles for a day of learning and fun with underserved,...",Intramural Fields
305,https://community.ucla.edu/event/d5b1d0e3-b7f7-4de1-b5a1-92abf36736a1,Creative Wellness Spring Sampler,"#Undergraduate, #Social, #Community",Residential Life,2025-05-18,13:00:00,F,15:00:00,"Join the Learning Centers for a Creative Wellness Sampler! Head to the sunset village lawn to enjoy painting on easels, interacting with therapy dogs, and a Gentle Yoga Flow & Relaxation class led by a UCLA Rec Yoga Teacher.",Sunset Village Lawn
306,https://community.ucla.edu/event/3204c259-4953-482d-be9d-da4c43206043,Schoenberg in Hollywood: The Making of a Modern Opera,"#Arts, #Theatre",Hammer Museum,2025-05-18,13:30:00,F,15:30:00,"Copresented with the UCLA Lowell Milken Center for Music of American Jewish Experience and the Schoenberg at 150 Festival Celebrating Arnold Schoenberg's 150th birthday, join composer Tod Machover as he discusses his innovative new opera Schoenberg...",hammer museum
307,https://community.ucla.edu/event/a0407304-f42c-4600-8fc0-402202fc56e0,"Miro Quartet with Masumi Per Rostad, Chamber Music at the Clark 30th Anniversary",,Center for 17th- & 18th-Century Studies,2025-05-18,14:00:00,F,16:00:00,"Tickets for this concert will go on sale Tuesday, April 15 at 12:00 noon. Seating at the Clark Library is limited, and tickets are likely to sell out within a few minutes. This concert will feature an all-Brahms program. Please visit the event...",William Andrews Clark Memorial Library
308,https://community.ucla.edu/event/97fcd168-d068-0b47-7bb1-6f6e26f7b077,2025 Asian Pacific Alumni of UCLA Gala,,Alumni,2025-05-18,17:00:00,F,19:00:00,"Please join us for the 2025 APA UCLA Gala! Your support enables APA UCLA to engage alumni, students, faculty and staff with educational, networking, cultural and social events to support UCLA and the Asian and Pacific Islander (API) community at...",Tiato Kitchen + Garden
309,https://community.ucla.edu/event/c75be05c-020d-44e4-8d6b-57561d6eb680,CAE Housing Accommodation Drop-In,"#Undergraduate, #GraduateProfessional, #Educational",Center for Accessible Education,2025-06-02,11:00:00,F,12:00:00,"During this drop-in, CAE Housing Accommodations staff are happy to meet with students to answer any questions or concerns you may have about accommodated housing at UCLA.",[Zoom](https://ucla.zoom.us/j/3826085082)
310,https://community.ucla.edu/event/5728db24-35cb-4a59-abb8-b1dcd93fbae4,FAB - Film & Photography Society (FPS) Gala,"#Undergraduate, #Arts, #MovieFilm",Residential Life,2025-06-02,17:30:00,F,21:30:00,"FPS, UCLA's largest filmmaking and photography student organization, will be hosting its annual showcase at the end of spring quarter. All students are welcomed to attend and celebrate the creativity, passion, and hard work of the filmmaking...",Northwest Auditorium
311,https://community.ucla.edu/event/d329cad8-3ea5-483a-ad81-0634070f7e17,TA and Postdoc Drop In Hours - Social Grading Edition!,"#GraduateProfessional, #Educational, #Academic",Teaching and Learning Center,2025-06-02,09:30:00,F,11:30:00,"Join us on Zoom for TA and postdoc drop-in hours, social grading edition! Build community with your fellow TAs and gain some accountability while you work through your end of quarter grading. TLC staff members from the Graduate Student and...",[Zoom](https://ucla.zoom.us/j/95018237327)
312,https://community.ucla.edu/event/3f05242b-42e3-4675-b070-55c3fc084f6e,End-of-Term Grading in Bruin Learn & MyUCLA,#FacultyStaff,Bruin Learn Center of Excellence,2025-06-03,12:00:00,F,14:00:00,"This training session will demonstrate how to finalize your Bruin Learn gradebook and transfer Bruin Learn grades to MyUCLA. Audience: Faculty, TAs,...",[Zoom](https://ucla.zoom.us/meeting/register/_1y2I9bmSYKBechIN1PqGQ#/registration)
313,https://community.ucla.edu/event/17ddaf59-3941-47ab-99a8-ac1536277c60,CAE Disability Specialist Check-In with Daniela Cruz-Gomez,"#Undergraduate, #GraduateProfessional, #FacultyStaff, #Educational, #Academic",Center for Accessible Education,2025-06-03,14:00:00,F,15:00:00,"During Disability Specialist Check-Ins, a Disability Specialist will be available to answer quick questions about accommodations, registration with the CAE, accessibility of courses, and any non-confidential questions you would like addressed. To...",[Zoom](https://ucla.zoom.us/j/96675641305)
314,https://community.ucla.edu/event/ae2fab43-d798-4038-a06b-f788a6115587,FAB - Scholarships and Financial Aid Workshop,"#Undergraduate, #Educational",Residential Life,2025-06-03,18:00:00,F,19:00:00,Join the Out-of-State Student Association and Scholarship and Financial Aid Office to learn about opportunities and steps you can take to apply for scholarships and financial aid.,De Neve Plaza Rooms
315,https://community.ucla.edu/event/9d3b0860-4512-aa5c-015f-9be3cb7592dc,The Classroom - Spring Quarter 2025 - Week 11 - Mental Health - Staying Zen in Your Job Search,,Alumni,2025-06-03,18:00:00,F,19:00:00,"Get ready to take the next big step—graduation is just around the corner! Your UCLA Alumni Association is here to cheer you on and support you as you launch your exciting career journey.  This Spring, The Classroom is here to offer a...",Zoom
316,https://community.ucla.edu/event/9d410c30-6be2-41c3-6bcc-334dd2384a5b,UCLA Pilipino Alumni Association attends the Dodgers Pilipinx Heritage Night,,Alumni,2025-06-03,19:10:00,F,21:10:00,"Come out to Dodger Stadium on Tuesday, June 3 and join us for a special night acknowledging the culture and traditions of Filipino Heritage. Enjoy a handcrafted food and beverage menu, live music and performances in Centerfield Plaza, and receive...",Dodger Stadium
317,https://community.ucla.edu/event/33e00d22-c87a-4dcf-a108-78aefa61dfa7,Some Favorite Writers: James Lasdun,"#Educational, #Academic",Hammer Museum,2025-06-03,19:30:00,F,21:30:00,"James Lasdun has written several books of fiction, memoir and poetry. His essays have appeared in The New Yorker, Harper's, Granta and the London Review of Books. His most recent book is the novel Afternoon of a Faun. Lasdun will read from his...",hammer museum
318,https://community.ucla.edu/event/458b9e57-fc3d-6275-af19-8d164ff18113,Bay Area Bruins: Guided Meditation,,Alumni,2025-06-03,12:00:00,F,14:00:00,"Take 20 minutes in your day to enjoy much needed relaxation and calm. When registering, please enter ""UCLA"" under ""organization"". Monthly meditation is led by Michal Rinkevich (MBA '14) who has been practicing healing arts and meditation since 1995...",Zoom
319,https://community.ucla.edu/event/2e70b714-28d8-4229-aa68-fb2f0bdfa6c7,Lunchtime Art Talk on Jason Moran,"#Arts, #Art",Hammer Museum,2025-06-04,12:30:00,F,14:30:00,"The Hammer's curatorial department leads free, insightful, short discussions about artists every Wednesday at 12:30 p.m. This talk on Jason Moran is led by Grunwald Center Director and Chief Curator Naoko...",hammer museum
320,https://community.ucla.edu/event/c1016eda-4166-4ead-90a8-931ff72712eb,CAE Disability Specialist Check-In,"#Undergraduate, #GraduateProfessional, #FacultyStaff, #Educational, #Academic",Center for Accessible Education,2025-06-04,14:00:00,F,15:00:00,"During Disability Specialist Check-Ins, a Disability Specialist will be available to answer quick questions about accommodations, registration with the CAE, accessibility of courses, and any non-confidential questions you would like addressed. To...",[Zoom](https://ucla.zoom.us/j/96675641305)
321,https://community.ucla.edu/event/5fdfb142-beba-f6c9-4013-9c2f1732befc,"New York Tri-State: UCLA / Cal Alumni Book Club: ""The Remains of the Day,"" by Kazuo Ishiguro",,Alumni,2025-06-04,16:30:00,F,18:30:00,"Join our book club discussion as we explore the themes of ""The Remains of the Day,"" by Kazuo Ishiguro, which received the Man Booker prize in 1989. The novel inspired the iconic 1993 film starring Anthony Hopkins. Newcomers are always welcome to...",Zoom
322,https://community.ucla.edu/event/de5061c6-35a8-9715-6af5-98614b410987,Bruin Professionals Glendale Chapter Meeting,,Alumni,2025-06-04,19:30:00,F,21:30:00,Join BP Glendale for their monthly meeting!,Insperity • Glendale CA
323,https://community.ucla.edu/event/7fcc24a5-2431-49ce-86d1-0c9386773a34,Roxane Gay: The Portable Feminist Reader,"#Arts, #Art",Hammer Museum,2025-06-04,19:30:00,F,21:30:00,"In her new innovative anthology, The Portable Feminist Reader, acclaimed author and culture critic Roxane Gay explores what feminism looks like in practice. The writings selected by Gay reveal her interpretation of the feminist canon as expansive...",hammer museum
324,https://community.ucla.edu/event/1d534847-5009-41b0-815d-a35604b9241a,End-of-Term Grading in Bruin Learn & MyUCLA,#FacultyStaff,Bruin Learn Center of Excellence,2025-06-04,10:00:00,F,12:00:00,"This training session will demonstrate how to finalize your Bruin Learn gradebook and transfer Bruin Learn grades to MyUCLA. Audience: Faculty, TAs,...",[Zoom](https://ucla.zoom.us/meeting/register/_1y2I9bmSYKBechIN1PqGQ#/registration)
325,https://community.ucla.edu/event/dbc480e0-ca31-46ba-9039-472061ae19f3,CAE Disability Specialist Check-In with Kristen Acosta,"#Undergraduate, #GraduateProfessional, #FacultyStaff, #Educational, #Academic",Center for Accessible Education,2025-06-05,10:00:00,F,11:00:00,"During Disability Specialist Check-Ins, a Disability Specialist will be available to answer quick questions about accommodations, registration with the CAE, accessibility of courses, and any non-confidential questions you would like addressed. To...",[Zoom](https://ucla.zoom.us/j/96675641305)
326,https://community.ucla.edu/event/3c6ac5d6-c6ae-4412-9711-e31a08096bc3,Students with Dependents Support Group,"#Undergraduate, #GraduateProfessional","Bruin Resource Center, Student with Dependents Program",2025-06-05,11:30:00,F,13:00:00,"Join CAPS & SwD for a parenting and caregiving students support group where you can find a space for connecting, pausing, and being present.",[Digital Event](https://tinyurl.com/SupportJun5)
327,https://community.ucla.edu/event/345f6372-407d-e028-768c-88600c19e454,New York Tri-State: Bruin First Thursdays - Westwood Warmth in NYC,,Alumni,2025-06-05,15:00:00,F,17:00:00,"[Alumni](https://community.ucla.edu/program/alumni ""Alumni"")","Location TBD Westwood warmth meets east coast energy! Join us for our monthly First Thursday happy hour! Meet Bruins coming together from all over the NYC Tri-State area! It's the perfect opportunity to unwind, connect and share connection with..."
328,https://community.ucla.edu/event/2f718640-f933-a9d3-99be-c277a50020d9,UCLA Latino Alumni Association Networking Mixer in Downey at Verdugos Steak House,,Alumni,2025-06-05,17:30:00,F,19:30:00,"We’re excited to invite you to our next ULAA Networking Mixer, happening right in the heart of Downey! We're bringing the Bruin spirit to your neighborhood because we understand that battling LA traffic after a long day isn't always easy—so we’re...",Verdugos Steak House • Downey CA
329,https://community.ucla.edu/event/2bd26559-bb54-2fee-0c42-7a05e07530e7,Westside & South Bay: Brewin' with Bruins Happy Hour,,Alumni,2025-06-05,18:00:00,F,20:00:00,"Join the UCLA Westside and South Bay Alumni Networks for an evening of brews and Bruin connections at Culture Brewery in Manhattan Beach! Come enjoy great drinks, good company, and expand your network in a relaxed, beachside setting. There are...",Culture Brewing Co
330,https://community.ucla.edu/event/9f48d6e0-b13b-494d-1b6e-db9451e29031,Welcome to the ULAA Class of 2025! Hosted by the UCLA Latino Alumni Association,,Alumni,2025-06-05,17:00:00,F,19:00:00,"\*RSVP/ticket link on the way - stay tuned! Join us for a special event celebrating our Latinx graduating seniors as they take the next step in their journey.This event is free for graduating seniors. Family, friends, and guests are welcome to...",James West Alumni Center
331,https://community.ucla.edu/event/359f916e-7e06-4bf5-b857-3c40c4948e48,In the Best Interests of the Children,"#Arts, #MovieFilm","Library, Film & Television Archive",2025-06-06,19:30:00,F,21:30:00,Presented by the UCLA Film & Television Archive In-person: filmmakers Frances Reid and S. Topiary Landberg. Admission is free. No advance reservations. Your seat will be assigned to you when you pick up your ticket at the box office. Seats are...,Billy Wilder Theater
332,https://community.ucla.edu/event/99f55e47-9167-4961-87fd-e47e0ca5745b,The Incredibly True Adventure of Two Girls in Love,"#Arts, #MovieFilm","Library, Film & Television Archive",2025-06-06,19:30:00,F,21:30:00,"Presented by the UCLA Film & Television Archive Admission is free. No advance reservations. Your seat will be assigned to you when you pick up your ticket at the box office. Seats are assigned on a first come, first served basis. The box office...",Billy Wilder Theater
333,https://community.ucla.edu/event/5623a309-7bac-0d1a-cd68-be3cc584c71e,Westside Bruins: Summer Hike,,Alumni,2025-06-07,08:45:00,F,10:45:00,Join us for a hike at the Ray Miller Trail with stunning ocean view in the Santa Monica mountains! We will meet at the picnic benches in the parking lot at 8:45 a.m. Parking is available in the lot for a fee or you can park on PCH. Here is the hike...,Ray Miller Trail
334,https://community.ucla.edu/event/20c4f56d-86b3-48d3-af0a-7abfa772e794,Family Flicks: Pele: Birth of a Legend,"#Arts, #MovieFilm",Hammer Museum,2025-06-08,11:00:00,F,13:00:00,"Recommended for ages 10+ Based on the true story of Brazilian soccer legend Pelé. After Brazil goes years without success in the World Cup, Pelé and his teammates are determined to give it their all. Using his unconventional street football skills...",hammer museum
