Name,Full Description,Category,Email,Website,Facebook,Instagram,Twitter,YouTube,LinkedIn
Song of Songs Christian Fellowship at UCLA,"The purpose of this organization is to enjoy hymns and the stories behind them. We are a Christian organization that loves hymns, and hope to gather in order to sing, study, and learn about hymns. Our activities will study the background behind the hymns, as well as the Bible.","Religious - Christian, Social",[cedarfellowshipucla@gmail.com](mailto:cedarfellowshipucla@gmail.com),,,,,,
Soon Movement Global,"SOON Movement Global is a ministry of the global movement of Campus Crusade for Christ International and an interdenominational ministry committed to spreading the Gospel of Jesus Christ everywhere. Our vision is every campus, community, and the world transformed with the gospel of Jesus Christ through the spiritual American movement. Our mission is helping to fulfill the Great Commission through the power of the Holy Spirit by winning, building, and sending spirit-filled disciples everywhere. We are dedicated to working together with millions of Christian individuals, churches, and organizations all over the world.","Religious - Christian, Religious",[uclasmglobal@gmail.com](mailto:uclasmglobal@gmail.com),[https://discord.gg/c9sdZ8cYYN](https://discord.gg/c9sdZ8cYYN),https://www.facebook.com/groups/uclasoonmovement/about,https://www.instagram.com/uclasmg/,,,
Souls Connect @ UCLA,"Souls Connect, is a student-led Christian organization seeking to spread the gospel and return to the Bible; an opportunity for those who seek to learn about the truth and be freed from their sins. Souls Connect is a space for everyone to share their hearts and connect through the word of God. We will have opportunities for worship, service, volunteering, and special events where you can explore Los Angeles and create lasting memories with other club members and the community.","Religious - Christian, Self Improvement",[soulsconnect2@gmail.com](mailto:soulsconnect2@gmail.com),,,https://www.instagram.com/soulsconnect_ucla/profilecard/?igsh=NTc4MTIwNjQ2YQ==,,,
Tapestry LA College Ministry,"TLA College Ministry exists to glorify God by investing into collegians so that they would grow to be disciples of Christ. We do this through Gospel-Centered and Spirit-Empowered mission, growth, and community.","Religious, Religious - Christian",[hello@tapestry.la](mailto:hello@tapestry.la),[https://www.tapestry.la/college](https://www.tapestry.la/college),https://m.facebook.com/groups/tlacmbruins/?ref=share&mibextid=S66gvF,https://www.instagram.com/tapcollegela/,,,
The Church of Jesus Christ of Latter-day Saints Student Association at UCLA (LDSSA),"We are a community of individuals seeking to follow Jesus Christ more closely. The club endeavors to help students gather, connect, and ultimately belong as they develop a personal relationship with both their fellow students and their Savior, Jesus Christ. Everyone is welcome - come join us! We have institute class (with dessert!) from 7 PM to 8 PM at 856 Hilgard Ave on Wednesdays.","Religious, Religious - Christian",[Comeuntochristucla@gmail.com](mailto:Comeuntochristucla@gmail.com),[https://sites.google.com/view/uclaldssa?usp=sharing](https://sites.google.com/view/uclaldssa?usp=sharing),,https://www.instagram.com/comeuntochristucla,,,
The Navigators at UCLA,"1\. To know Christ, make Him known, and help others do the same while in college 2. To encourage students to build relationships and find community amongst their peers 3. To develop and grow students into mature followers of Jesus who exude qualities such as but not limited to: love, joy, peace, patience, kindness, goodness, and faithfulness. 4. To prepare students for life after college","Religious, Religious - Christian",[uclanavs@gmail.com](mailto:uclanavs@gmail.com),,,,,,
Tree of Life Fellowship,"We are a group of Mandarin-speaking students and scholars, who are interested in the Christian faith. We have weekly gatherings to study the Bible and share our lives. We are part of Chinese Baptist Church of West Los Angeles (CBCWLA). Anyone is welcome to join us :D","Religious - Christian, Leadership",[treeoflifecaring@gmail.com](mailto:treeoflifecaring@gmail.com),[https://cbcwla.org/home/ucla/](https://cbcwla.org/home/ucla/),https://www.facebook.com/UCLATOL,https://www.instagram.com/ucla_tolc/,,,
University Presbyterian Church on Campus,"University Presbyterian Church is about sharing the purpose, peace and acceptance we’ve found in Christ with UCLA and the surrounding Los Angeles community. Our purpose is to bring people in, build people up, and to further the Kingdom of God at UCLA and the West LA community. We carry out our vision through our core values of biblical teaching, practicing spiritual disciplines and the ministry of the Holy Spirit, engaging in relationship building, personal ministry, and reaching out.","Religious - Christian, Religious",[jlee13931@ucla.edu](mailto:jlee13931@ucla.edu),[http://upcla.org](http://upcla.org/),https://www.facebook.com/upcla/,https://www.instagram.com/upcla/,,,
Young Life College at UCLA,"The purpose of the Chapter is to participate in the Young Life mission of introducing adolescents to Jesus Christ and helping them grow in their Christian faith. This Chapter achieves this purpose by offering a fun, accepting community for college students to be a part of while exploring or deepening their own Christian faith, providing opportunities for college students to engage in Young Life ministry to local middle school and high school students, and offering activities like weekly club meetings, small group Bible studies, and community service opportunities in an effort to positively impact the campus and surrounding community.","Religious - Christian, Social",[grantleddins@gmail.com](mailto:grantleddins@gmail.com),,,https://instagram.com/younglifeatucla?igshid=YmMyMTA2M2Y=,,,
Bruin Caregiving Scholars,"Bruin Caregiving Scholars (BCS) champions the diverse community of UCLA students who navigate academic commitments alongside caregiving roles for minors, dependent adults, the elderly, and especially those caring for individuals with mental or physical disabilities, including neurodivergent dependents. Emphasizing inclusivity, BCS extends a warm welcome to all who identify as caregivers, including parenting students and anyone who wishes to learn more about the community. We aim to provide community, tailored resources, programming, and advocacy to cultivate a nurturing and empowering environment and advocate for meaningful changes across the UCLA and broader UC system.","Social Activism, Service - Retention",[BruinCaregiverScholars@gmail.com](mailto:BruinCaregiverScholars@gmail.com),[https://uclabcs.wixsite.com/uclabcs](https://uclabcs.wixsite.com/uclabcs),,https://www.instagram.com/uclacaregivers,,,
Bruin Parenting Scholars,"The purpose of BPS shall be to support the efforts of UCLA students that are completing their higher education while simultaneously raising their children. We aim to provide support in the form of resources, programming, and advocacy in order to create a student-parent receptive culture at UCLA while changing systemic policies at the campus and UC level.","Social Activism, Service - Retention",[BruinParentingScholar@gmail.com](mailto:BruinParentingScholar@gmail.com),[https://swd.ucla.edu/comminity/bruin-parenting-scholars](https://swd.ucla.edu/comminity/bruin-parenting-scholars),https://www.facebook.com/groups/psucla,https://www.instagram.com/ucla_bps/,,,
Delson Scholar Society,"Available to entering first-year students in the UCLA College who submit a Statement of Intent to Register and who demonstrate academic excellence and financial need as determined by the UCLA Financial Aid Office. Candidates must be Bell or Huntington Park High School graduates with a minimum 3.0 high school grade point average (GPA), with preference to those who attended Nimitz Middle School.","Academic, Service - Retention",[delsonscholars@gmail.com](mailto:delsonscholars@gmail.com),,,,,,
Physical Sciences Student Association,"The Physical Sciences Student Association aims to serve Physical Science students with their academic and social needs, through collaboration, programming, and other community-building activities.","Leadership, Service - Retention",[physicalscience@ucla.edu](mailto:physicalscience@ucla.edu),,,,,,
BD BRUINS,"BD BRUINS is a student organization established by Bangladeshi graduate students at UCLA to honor Bangladesh’s rich cultural heritage while promoting inclusivity and cross-cultural engagement. Our mission is to host lively cultural events that showcase Bangladeshi traditions, music, cuisine, and festivities, inviting the broader UCLA community to participate. Though founded by Bangladeshi graduate students, our events welcome everyone interested in experiencing and celebrating diversity. BD BRUINS strives to create an inclusive platform for cultural exchange, unity, and appreciation, enhancing UCLA’s multicultural environment and building meaningful connections among students from various backgrounds.","Cultural, International Students",Chinese Union,,,,,,
"With a mission to uphold the spirit of mutual support among overseas Chinese, CU is dedicated to creating a sense of security for international students as they transition to unfamiliar cities. From organizing airport pickups during summer to facilitating mobile phone setup and bank account registration, CU provides comprehensive support to ensure a smooth start for new students. Through freshman group chats, Q&A sessions at meetups in China, and our readiness to handle emergencies, we stand by our members every step of the way. Guided by the principles of ""service as its core, charity as its purpose, and activities as its foundation,"" CU continues to expand its influence, advocate for international students, and work together to support those in need.",Category:,,,,,,,,
"International Students, Community Service",Email:,,,CSSA@UCLA,,,,,
"CSSA@UCLA(Chinese Students and Scholars Association) is a non-profit organization run by volunteer Chinese students and scholars at UCLA. With over 3,000 members to date across 7 departments, CSSA is a prestigious and vibrant organization in Southern California. Its events welcome all UCLA students, and it is dedicated to enriching the extracurricular lives of the Chinese student body while promoting Chinese culture to the broader community.",Category:,,,,,,,,
"Cultural, International Students",Email:,,,,,,,,
GSN aims to connect international and multicultural students in order to promote success and increase their levels of comfort in a new society. We will work to bridge the gap between the U.S. system and the international system. We will promote the exchange and encouragement of cultural and intellectual diversity. We will motivate and equip members with the necessary skills to become effective and productive citizens of an increasingly diverse and globalized society.,Category:,,,,,,,,
"International Students, Social",Email:,,,,,,,,
Indonesian students club at UCLA,Category:,,,,,,,,
"Cultural, International Students",Email:,,,Social Media:,,,,,
International Graduate Student Ministry,"We are a Christian organization created to serve the religious needs of international graduate students on the UCLA campus by providing a place where people can safely ask questions and learn about God, life, and eternity. We meet weekly to study the Bible and pray together. Additionally, we will create service opportunities in local churches and/or other Christian organizations for our members to participate in.","Religious - Christian, International Students",Website:,,,,,,
"International Medical Student Alliance (IMSA) is dedicated to supporting international medical students and premedical students navigating the complex processes of medical school admissions and residency applications. Our mission is to provide tailored guidance, resources, and mentorship to help international students succeed in their medical careers. IMSA offers workshops, personalized advising, and peer-to-peer support focused on the unique challenges faced by students with visa sponsorships, such as understanding U.S. residency requirements, preparing competitive applications, and accessing financial and legal resources. Our alliance fosters a collaborative environment where students can connect, share experiences, and empower one another to thrive in their journey toward becoming healthcare professionals.",Category:,,,,,,,,
"International Students, Community Service",Email:,,,,,,,,
International Students Peer Support Group,The International Student Peer Support Group is a student organization purporting to aid in the process of international students adapting to Law School by providing an opportunity to communicate and support each other and also by providing helpful information regarding visa-sensitive matters. The group also welcomes anyone who is not a non-citizen to join the community and get to know students from diverse backgrounds. We also are planning to communicate with the UCLA DASHEW center to provide any answers to questions international students may hold.,"Law, International Students",Social Media:,,,,,,
Iranian Graduate and Professional Association (IGPA),"The Iranian Graduate and Professional Association (IGPA) is dedicated to serving Iranian graduate and professional scholars across the UCLA campus. We estimate that there are approximately 500 Iranian graduate and professional scholars at UCLA, spanning various fields including medical, STEM, and non-STEM disciplines. Our primary focus is to foster a sense of community among these Iranian scholars, many of whom are thousands of miles away from their families and friends. We achieve this by organizing events that celebrate Iranian culture and scheduling both professional and informal gatherings where scholars can connect with their peers, seek guidance, and build a professional network. These gatherings are particularly beneficial during the Fall quarter, as newcomers can obtain helpful academic and non-academic information. For a more detailed overview of our group's foundation and objectives, please refer to our constitution. Additionally, our Instagram profile (@igpaatucla) offers insights into our past events and provides updates on upcoming ones.","GSA Affiliated, International Students",Social Media:,,,,,,
ISI at UCLA,"Through weekly meetings and activities, we are building and nurturing lifelong friendships with international students and scholars, all in the love of God. We aim to provide spiritual and emotional support through Bible discussions and close, personal relationships, helping internationals navigate various challenges and burdens. Come join our global family—your home away from home!","Religious - Christian, International Students",Website:,,,,,,
The Malaysian Students Association at UCLA is a cultural student organization open to students and faculty of all nationalities that aims to represent the Malaysian community at UCLA and: 1. Assist in the transition of new UCLA students with Malaysian roots or anyone who interested in joining the club . 2. Promote interactions between members and the community. 3. Promote Malaysian culture to UCLA community. 4. Provide a social support system,Category:,,,,,,,,
"Cultural/Ethnic, International Students",Email:,,,Social Media:,,,,,
Mood Psychology @ UCLA,"The Mood Psychology @ UCLA is a student organization committed to promoting mental well-being among international students. We aim to raise awareness about mental health, eliminate the stigma surrounding mental health issues, and provide essential resources to help international students cope with psychological challenges. Through workshops, panel discussions, and collaboration with campus resources, we offer opportunities for personal and professional development, particularly for those interested in psychology and related fields. The organization also serves as a networking hub, connecting international students with professionals in the field of psychology, while creating a welcoming and inclusive environment where every student can find support and a sense of belonging.","Health and Wellness, International Students",Polish Bruins,,,,,,
"Polish Bruins is a club that creates a welcoming community for Polish students and those interested in Polish culture and language at UCLA. This club is a space to share cultural traditions and experiences, find friendships, and support students interested in and from Poland and Polish culture. This club will celebrate cultural traditions and Polish heritage.",Category:,,,,,,,,
"Cultural, International Students",Email:,,,,,,,,
"The Saudi Arabian Student Association (SASA) at the university serves as a hub for cultural exchange, uniting students from Saudi Arabia to celebrate their heritage, supporting our members to excel, and fostering a sense of community while promoting a rich understanding of Saudi culture and traditions across campus.",Category:,,,,,,,,
"Cultural, International Students",Email:,,,,,,,,
"SouLA A Cappella is an all-Chinese A Cappella group in UCLA, founded in Spring 2013. Now more than ever, we recognize our mission to be engaging people in a diverse endorsement of culture and music. We do so by exploring more music genres from different cultures, and rearranging them into the form of a cappella. By focusing on fusing western and eastern music styles, we truly hope that everyone listening to our music will get a more diverse mindset and be curious about world music and culture.",Category:,,,,,,,,
"Music, International Students",Email:,,,,,,,,
"Turkish Student Association (TSA) aims to create a welcoming community for Turkish students and those interested in Turkish culture and language at UCLA. The club provides a platform to share cultural experiences, foster friendships, and offer support to students from or interested in Turkey and Turkish Culture. Our organization will host cultural gatherings and celebrate Turkish heritage and traditions. We strive to promote cultural understanding and academic collaboration among students of all backgrounds.",Category:,,,,,,,,
"Cultural, International Students",Email:,,,,,,,,
"The International Student Representative and the office was established to support and represent the needs and voices of the international-identifying community at UCLA. The ISR Office aims to undertake numerous projects ranging from cultural awareness and celebration of the international student diversity to advocacy efforts in raising the concerns and struggles of international students and striving for a solution. The ISR office aims to promote, initiate, and support efforts that encourage improved support and inclusion for international students, and shall thus also act as a liaison and support office for international students to the best of its ability.",Category:,,,,,,,,
"Student Government - USAC Affiliated, International Students",Email:,,,Social Media:,,,,,
Alpha Epsilon Omega Fraternity,"The purpose of Alpha Epsilon Omega, Beta Chapter, shall be the unification of students who shall strive to: provide cultural stimulation on campus to promote interest in the Armenian language, history and culture and exhibit high standards of academic excellence.","Greek Life - Fraternities, Cultural",[aeoucla@gmail.com](mailto:aeoucla@gmail.com),,,https://www.instagram.com/ucla_aeo,,,
Alpha Epsilon Pi Fraternity,"Alpha Epsilon Pi, the Jewish Fraternity of North America, was founded to provide opportunities for a Jewish man seeking the best possible college and fraternity experience. We have maintained the integrity of our purpose by strengthening our ties to the Jewish community and serving as a link between high school and career. Alpha Epsilon Pi develops leadership for the North American Jewish community at a critical time in a young man's life.","Greek Life - Fraternities, Leadership",[fsl@ucla.edu](mailto:fsl@ucla.edu),,,,,,
Alpha Gamma Omega Fraternity,"Believing in the Lord Jesus Christ as our personal savior, we, as Christian young men of Alpha Gamma Omega Fraternity, purpose that it shall be the aim of this fraternity: to win others to a saving knowledge of Jesus Christ, to promote Christian Fellowship, to present Christian ideals in word and deed, to search reverently for the Truth, to uphold the traditions and ideals of the university, and to deepen the spiritual lives of the members.","Greek Life - Fraternities, Religious - Christian",[pres@ucla.ago.org](mailto:pres@ucla.ago.org),[http://ucla.ago.org](http://ucla.ago.org/),https://www.facebook.com/AlphaGammaOmega,https://www.instagram.com/ago_ucla/,,,
"Alpha Phi Alpha Fraternity, Inc.","Alpha Phi Alpha Fraternity, Inc. develops leaders, promotes brotherhood and academic excellence, while providing service and advocacy for our communities. We will invest in the mentoring and development of our youth and peers, to motivate the highest level of leadership and academic excellence on the campus and abroad, while unifying the black community.","Greek Life - Fraternities, Service - Community Involvement",[gammaxiucla@gmail.com](mailto:gammaxiucla@gmail.com),[https://uclaalphas.myportfolio.com/home](https://uclaalphas.myportfolio.com/home),,https://www.instagram.com/uclaalphas,https://www.twitter.com/uclaalphas,,
Beta Delta Alpha Fraternity,"Beta Delta Alpha is the first Arab fraternity in the United States. We are the only fraternity in the United States that unites its members under the principles of leadership, character, and service alongside the grand principles of Arab culture. The purpose of Beta Delta Alpha is to unite its members in a brotherhood based upon the bonds of sincere and lasting friendship, to stimulate one another in the pursuit of knowledge and success, to promote the moral and social culture of its members, and to develop plans for guidance and unity in action. Most of all, this fraternity seeks to promote respect and loyalty to one’s heritage and never forget the culture of our ancestors. We wish to show the diversity in culture that exists within the Arab World and the ways in which Arab men have impacted Arab culture, society, and history and continue to be active representatives of Arab culture around the world. Furthermore, we aspire to break down the cultural barriers against Arabs within our brotherhood and among our immediate community. The fraternity is secular in nature, and thus does not endorse activities or any specific group of individuals based on ethnicity, religious beliefs, and political affiliations. We welcome any human being who wants to follow the ideals of being an Arab gentleman, regardless of whether one is Arab or not.","Greek Life - Fraternities, Social",[bda@betadeltaalpha.org](mailto:bda@betadeltaalpha.org),,,https://www.instagram.com/bdabruins/?hl=en,,,
Beta Theta Pi Fraternity,"This Chapter is formed for the purpose of the promotion of the intellectual, moral and social welfare of its members. It recognizes the obligation of mutual assistance in the honorable labors and aspirations of life, the devotion to the cultivation of the intellect, the necessity of complete confidence in ones fellow comrades and the importance of developing ones social character to prosper in a cultural society. Such purpose is an extension of Beta Theta Pi (hereinafter called General Fraternity), which is similar in addition to such purpose.","Greek Life - Fraternities, Social",[lucareed@g.ucla.edu](mailto:lucareed@g.ucla.edu),[https://www.beta.org/](https://www.beta.org/),,https://www.instagram.com/betathetapiucla/?hl=en,,,
Delta Sigma Phi Fraternity,"For more than a century, Delta Sigma Phi has helped young men become better leaders and better citizens. Brotherhood is a lifetime commitment to living our core values: Culture, Harmony, and Friendship. Our intention is not merely to develop a strong fraternity, but in addition, to challenge our members to make a difference in their communities and their world.","Greek Life - Fraternities, Social",[ucladeltasigmaphi@gmail.com](mailto:ucladeltasigmaphi@gmail.com),[https://ucla.deltasig.org](https://ucla.deltasig.org/),https://www.facebook.com/deltasigucla,https://www.instagram.com/deltasigucla/?hl=en,,,
"Gamma Zeta Alpha Fraternity, Inc.","In 1987, fifteen men came together to found what would later become known as Gamma Zeta Alpha Fraternity, Inc. -- Recognizing the difficulties facing Latinos in higher education, the founders sought to create an organization aimed at developing leadership, instilling academic scholarship, and creating an environment of support that integrated Latino heritage. After realizing that other student organizations would not be able to provide all of these to their members, the founders decided that creating a fraternity, something that was new in Latino culture, would be the best opportunity for achieving its goals. -- Our founders instilled in us the principles of Academic Excellence, through which we will encourage and support Latino males in higher education; Community Service, through which we will give back to the communities that shaped our lives; and the Maintenance of Latino Culture through Brotherhood in establishing the FIRST Latino-Based Organization on the West Coast. -- In 2000, when six gentlemen realized that other student organizations at UCLA would not be able to provide them with opportunities for personal growth, networking, and a chance to contribute meaningfully to both the UCLA campus and the surrounding community, they decided to establish a chapter of this fraternity to provide them the opportunity to achieve these goals. -- Eta Chapter prides itself on being established at the number one public university in the nation. Since it’s inception on January 15th, 2000, Eta Chapter has had a 99% graduation rate, leading to an extensive alumni network with brothers working in a range of professional fields from finance to city government, medicine, law, and everywhere in between. We are not members of this brotherhood for the short time that we are at UCLA; we are members of this brotherhood for a lifetime. -- At UCLA, we strive to uplift all our brothers and their respective communities. Having multiple brothers from diverse backgrounds, such as the undocumented, LGBTQ+, transfer, and other various historically underrepresented populations, gives us the opportunity to contribute to the betterment of each of these communities. Through a combination of brotherhood, service, and leadership development, the fraternity strives to create well-rounded individuals who are prepared to lead and inspire others to excel. -- Eta Chapter offers a supportive environment where individuals can cultivate lifelong friendships, engage in philanthropic endeavors, and participate in various social and educational activities. By upholding our core values, we play an essential role in enriching the campus community and empowering our members to make a positive impact in society. -- For more than two decades, Gamma Zeta Alpha Fraternity, Inc. at ETA Chapter has been cultivating leaders and strengthening the Latino community at UCLA. As the LARGEST, and LONGEST-STANDING Latino-Based Organization, we will continue to produce sustainability that benefits our surrounding communities here at UCLA.","Greek Life - Fraternities, Academic",[president.gammas.eta@gmail.com](mailto:president.gammas.eta@gmail.com),[https://gammas.org/](https://gammas.org/),,https://www.instagram.com/bruin_gammas/?hl=en,,,
Interfraternity Council,"The Interfraternity Council (IFC) is the governing body of the nationally recognized fraternity chapters at the University of California, Los Angeles. The IFC oversees 22 social fraternities and over 2000 UCLA Students. IFC works to provide programming and leadership opportunities within the Greek community, within the Bruin community, and within the greater Los Angeles area. The IFC provides chapters a chance to build relationships with each other, unite on issues concerning the Council, and provides an opportunity for student chapter members to excel both inside and outside the classroom.","Greek Life - Fraternities, Leadership",[president@ifcucla.com](mailto:president@ifcucla.com),[http://ifcucla.com/](http://ifcucla.com/),,,,,
"Kappa Alpha Psi Fraternity, Inc.",To encourage honorable achievement in every field of human endeavor.,"Greek Life - Fraternities, Service - Community Involvement",[upsilonfoxchapternupes@gmail.com](mailto:upsilonfoxchapternupes@gmail.com),,,https://www.instagram.com/upsilonnupes/,,,
Kappa Sigma,"Kappa Sigma is focused upon the Four Pillars of Fellowship, Leadership, Scholarship and Service. As a values-based men’s fraternity, Kappa Sigma strictly forbids hazing and fosters meaningful college experiences by offering progressive membership development and pledge education.","Greek Life - Fraternities, Leadership",[uclakappasig@gmail.com](mailto:uclakappasig@gmail.com),[https://www.uclakappasigma.com](https://www.uclakappasigma.com/),,https://www.instagram.com/ksigucla/,,,
"La Unidad Latina, Lambda Upsilon Lambda Fraternity, Inc.","La Unidad Latina, Lambda Upsilon Lambda Fraternity, Incorporated primarily seeks to take a leadership role in meeting the needs of the Latino community through academic achievement, cultural awareness, community service and promotion of the Latino culture and people. La Unidad Latina Lambda Upsilon Lambda Fraternity, Incorporated strives to become the premier Latino Fraternity in the country. More specifically, we strive to become a nationally recognized Latino fraternal organization comprised of the best and brightest leaders committed to excellence in service and education.","Greek Life - Fraternities, Leadership",[lul.betapsi.pres@gmail.com](mailto:lul.betapsi.pres@gmail.com),[https://www.launidadlatina.org](https://www.launidadlatina.org/),,https://www.instagram.com/lul_bruins/,,,
Lambda Chi Alpha Fraternity,"""The objective of Lambda Chi Alpha is the establishment of a brotherhood for the cultivation of good will among men, the fostering of the highest ideal of patriotism, the acquirement of sound learning, and the observance to the laws of god."" This direct quote from our associate member ceremony is a good summary of what most, if not all, brothers would consider our mission statement to be. The brothers of Lambda Chi want to create a home for those seeking adventure, development, and mental fortitude. We believe every word of our creed, ""We have faith in Lambda Chi Alpha, and passion for its welfare."" This passion, led by strong leadership, will make its name on campus. And in doing so, Lambda Chi Alpha will attract the men of UCLA who believe that fraternity is for brotherhood and personal development.","Greek Life - Fraternities, Leadership",[contact@bruinslca.com](mailto:contact@bruinslca.com),[http://bruinslca.com](http://bruinslca.com/),,,,,
Lambda Phi Epsilon Fraternity,Increase Asian Awareness. Encourage Personal Growth. Provide services in the best interest of our community and university. Promote higher academic achievement by members.,"Greek Life - Fraternities, Service",[lfealphapresident@gmail.com](mailto:lfealphapresident@gmail.com),,,,,,
Nu Alpha Kappa Fraternity Inc.,"Nu Alpha Kappa is a Latino-based fraternity, which encompasses and values all cultures. The fraternity shall be known as a fraternal organization comprised of Men of Mind, Men of Culture, and Men of Pride.","Greek Life - Fraternities, Academic",[rho@nakinc.org](mailto:rho@nakinc.org),,,https://www.instagram.com/nakbruins/?hl=en,,,
"Omega Psi Phi Fraternity, Inc.",Friendship is Essential to the Soul,"Greek Life - Fraternities, Leadership",[bwashington9923@g.ucla.edu](mailto:bwashington9923@g.ucla.edu),,,,,,
Omega Sigma Tau Fraternity,"Omega Sigma Tau is the first and largest Asian-interest fraternity at UCLA. Now entering its 58th year, our fraternity aims to instill the ideals of Brotherhood, Class, Confidence, Excellence, and Diversity in all of its brothers.","Greek Life - Fraternities, Asian Pacific Islander",[omegasigmatau@gmail.com](mailto:omegasigmatau@gmail.com),,,https://www.instagram.com/omega_sigma_tau/,,,
"Phi Beta Sigma Fraternity, Inc.","It is Phi Beta Sigma Fraternity, Incorporated's goal to become the leading proactive community service organization focusing on issues and strategies that positively impact young males in our communities through promoting brotherhood, scholarship and service while focusing on culture for service and service for humanity through out our communities.","Greek Life - Fraternities, Service",[uclasigmas1914@gmail.com](mailto:uclasigmas1914@gmail.com),,,,,,
Phi Kappa Psi Fraternity,"Our Mission: The Phi Kappa Psi Fraternity engages men of integrity, further develops their intellect, and enhances community involvement. With a legacy built on acceptance and trust, each brother realizes his highest potential through a lifelong experience of service and excellence.","Greek Life - Fraternities, Leadership",[phipsi.calep.president@gmail.com](mailto:phipsi.calep.president@gmail.com),,,https://www.instagram.com/phipsiucla/,,,
Pi Kappa Alpha,"Pi Kappa Alpha is dedicated to developing men of integrity, intellect, and high moral character and to fostering a truly lifelong fraternal experience. Pi Kappa Alpha will set the standard of integrity, intellect, and achievement for our members, host institutions, and the communities in which we live.","Greek Life - Fraternities, Leadership",[UCLAPikes@gmail.com](mailto:UCLAPikes@gmail.com),[http://www.pikes.org](http://www.pikes.org/),,,,,
Sigma Alpha Epsilon Fraternity,"The mission of Sigma Alpha Epsilon is to promote the highest standards of friendship, scholarship, and service for our members based upon the ideals set forth by our Founders and as specifically enunciated in our creed The True Gentleman","Greek Life - Fraternities, Leadership",[maxwellupp99@g.ucla.edu](mailto:maxwellupp99@g.ucla.edu),[http://facebook.com/uclasae/](http://facebook.com/uclasae/),,,,,
Sigma Chi Fraternity,"Developing students of character through the promotion of friendship, justice, and learning. The Delta Eta Chapter of Sigma Chi has proudly been at UCLA since 1948, and currently has 120 active members.","Greek Life - Fraternities, Leadership",[pkinsey27@gmail.com](mailto:pkinsey27@gmail.com),[http://uclasigmachi.com](http://uclasigmachi.com/),,https://www.instagram.com/sigmachi_ucla/,,,
"Sigma Lambda Beta International Fraternity, Inc.","To educate society using knowledge and awareness of the Latino population, as well as other ethnic groups. To initiate and participate in civic, educational, social, and cultural functions enhancing the general welfare of the public addressed. To promote events and strategies directed towards the development of a better image for all races on a local, regional, national, and international level.","Greek Life - Fraternities, Service - Community Involvement",[slb.president.ucla@gmail.com](mailto:slb.president.ucla@gmail.com),[http://sigmalambdabeta.com](http://sigmalambdabeta.com/),,https://www.instagram.com/bruinbetas/?hl=en,,,
Sigma Nu Fraternity,Epsilon Pi Chapter of Sigma Nu Fraternity founded in 1930.,"Greek Life - Fraternities, Leadership",[francofratovich@gmail.com](mailto:francofratovich@gmail.com),[http://uclasigmanu.com/](http://uclasigmanu.com/),,https://www.instagram.com/uclasigmanu/,,,
Sigma Phi Epsilon Fraternity,"The purpose of this organization is to impress upon its members the true significance of fraternal relationships, to create and perpetuate friendship among all persons, to develop and strengthen the character of its members, promote the principles of Virtue, Diligence, and Brotherly Love, preserve the ideals and principles upon which the Fraternity was founded, and to instill those principles which are the responsibilities of an individual as a member of society.","Greek Life - Fraternities, Leadership",[sigepuclapresident@gmail.com](mailto:sigepuclapresident@gmail.com),,,,,,
Sigma Pi Beta Fraternity,"To unite Persian students and foster excellence in social, athletic, and academic spheres; to offer leadership opportunities for our members; and to support the pursuit of higher education.","Greek Life - Fraternities, Leadership",[Danaasgari@g.ucla.edu](mailto:Danaasgari@g.ucla.edu),[http://psacfrat.com](http://psacfrat.com/),,https://www.instagram.com/sigmapibeta/,,,
Sigma Pi Fraternity,"To support the Upsilon Chapter of Sigma Pi Fraternity International in its development of young men united in brotherhood to advance truth and justice, to promote scholarship, to encourage chivalry, to diffuse culture, and to develop character in the service of God and man. The Association serves as a vital link between all graduates and the Upsilon Chapter. It supports the Chapter by facilitating communications and promoting a wide variety of programs and benefits for alumni that foster a spirit of loyalty, involvement, and life-long commitment to the Upsilon Chapter. The Associations vision for the future is to develop further a cohesive organization of alumni with the ability to exert influence as a valued partner on matters relevant to growth and development of the Upsilon Chapter of Sigma Pi International.","Greek Life - Fraternities, Leadership",[sage.upsilon@gmail.com](mailto:sage.upsilon@gmail.com),[https://www.uclasigmapi.org/](https://www.uclasigmapi.org/),,,,,
Theta Chi Fraternity,"Theta Chi Fraternity exists to serve a need for young men of character, principles and ideals to associate with each other. Our chapters and colonies are laboratories for leadership. Our undergraduates grow, mature and develop through interaction with other outstanding young men. Most importantly, our chapters and colonies provide the support for excellence that is sorely needed today on campuses. That brotherhood comes in a wide and diverse variety of shapes, sizes, forms, colors, and fashions, but it reflects the concept of the Helping Hand -- that the most important duty that we have is to assist others, especially in time of need. Young people today are in need of that support, perhaps more than ever before. Theta Chi fraternity squarely meets that need.","Greek Life - Fraternities, Leadership",[uclathetachipres@gmail.com](mailto:uclathetachipres@gmail.com),[http://www.bruinthetachi.com](http://www.bruinthetachi.com/),,https://www.instagram.com/uclathetachi/?hl=en,,,
Theta Delta Chi Fraternity,"Since 1847, Theta Delta Chi has believed that it is the duty of every member to improve himself intellectually, morally, and socially through friendship.","Greek Life - Fraternities, Leadership",[sargsyandavit645@gmail.com](mailto:sargsyandavit645@gmail.com),,,,,,
