Name,Full Description,Category,Email,Website,Facebook,Instagram,Twitter,YouTube,LinkedIn
Student Virology Group,"The Student Virology Group (SVG) aims to promote the study of virology both at UCLA and in the surrounding Los Angeles community. Regardless of your familiarity with virology, we welcome you to join us in learning more about the organisms that have and continue to impact the world we live in. We offer countless opportunities to discuss the latest breakthroughs and current news in the field, meet guest speakers at the forefront of virology research, and work with public schools to increase the younger generations’ access to critical knowledge about these incredible pathogens.","Academic, Service",[svg.ucla@gmail.com](mailto:svg.ucla@gmail.com),[https://linktr.ee/svgucla](https://linktr.ee/svgucla),,https://www.instagram.com/uclastudentvirologygroup/,,,
Students for Integrative Medicine (SIM),"Students for Integrative Medicine (SIM) is a student group at UCLA that strives to raise student awareness for evidence-based, integrative, and whole-person approaches to medicine and health. The healthcare paradigm we support is one that is characterized not only by disease treatment and prevention, but also by interprofessionalism, health promotion, and person-oriented care. SIM encourages students to be aware of our current medical system, methods of self-care, and healing ideologies across cultures. We also provide a forum to learn, experience, share, and explore topics in Integrative Medicine (IM) such as nutrition, mind-body medicine, research, and healthcare. We aim to build a community of students interested in these topics and to connect them with networks of professionals in their respective fields.","Health and Wellness, Academic",[SIMatUCLA@gmail.com](mailto:SIMatUCLA@gmail.com),[https://simatucla.wixsite.com/uclasim](https://simatucla.wixsite.com/uclasim),https://www.facebook.com/SIMatUCLA,https://www.instagram.com/simatucla/,,,
The Big Bang Theory Scholars Society,"The Big Bang Theory Scholars Society is a growing multitude of highly driven students in STEM related fields, that has received scholarships from The Big Bang Theory Scholarship Endowment. The Endowment was funded and created by The Big Bang Theory, its cast and crew members, and Chuck Lorre Family Foundation. The Big Bang Theory Scholars Society will strive to give back to the community through community service, to use the scholarship and its benefits to propel the scholars forward into their respective careers, and to establish a close-knit community amongst the scholars that will extend many years beyond their undergraduate years.","Honor Societies, Academic",[tbbtscholarssociety@gmail.com](mailto:tbbtscholarssociety@gmail.com),,,,,,
The Classical Society at UCLA,"The Classical Society at UCLA is a community of Classics-interested undergraduates of all majors and academic backgrounds. Through both academic and social events, it provides opportunities for students to explore and engage with Classics, also known as the cultures of Greek and Roman antiquity and their afterlife.","Academic, Social",[classicalsocietyatucla@gmail.com](mailto:classicalsocietyatucla@gmail.com),,,https://www.instagram.com/classicsatucla/,,,
The Healthcare Improvement and Innovation in Quality (THINQ) at UCLA,"The Healthcare Improvement and Innovation in Quality (THINQ) Collaborative is a group of undergraduate and graduate students working with physicians at Ronald Reagan UCLA Medical Center to conduct clinical research and make proposals for the betterment of care quality. Our program involves research, physician shadowing experience, speaker events from individuals in various healthcare fields, as well as discussions about diverse topics in the healthcare industry that affect patients and physicians. We shadow patient rounds, collect data, present research, and review papers on healthcare in order to propose solutions. We have had previous opportunities to present at several national undergraduate research conferences and submit manuscripts to undergraduate research journals. Additionally, we offer mentorship, leadership and professional development, and the opportunity to view medicine through an intersectional perspective.","Medical, Academic",[thinqadmissions@gmail.com](mailto:thinqadmissions@gmail.com),,https://www.facebook.com/thinqcollaborative/?ref=page_internal,https://www.instagram.com/uclathinq/,,,
The Political Economy Lab,"The Political Economy Lab is a PhD-student lead reading group/lab that aims to foster cross collaboration for PhDs interested in political economy (broadly defined). Although based at the Dept. of Political Science at UCLA, the reading group is open to students from Economics and other related fields/departments. During meetings, PhD students can be expected to discuss the latest literature in political economy and/or present some of their own original research. Original research that is still in its infancy is more than welcomed as we hope for this to be a testing ground for PhDs who are just embarking on their own research ideas.","Academic, Educational",[pe-reading-group@googlegroups.com](mailto:pe-reading-group@googlegroups.com),,,,,,
Theory @ UCLA,"We're the first theoretical computer science community at UCLA. We're planning to organize reading groups, workshops, socials and foster a community for people that are interested in the field of theoretical computer science.","Academic, Engineering",[boranerol@ucla.edu](mailto:boranerol@ucla.edu),[http://www.theoryatucla.com](http://www.theoryatucla.com/),,,,,
Undergraduate Anthropological Association at UCLA,"The purpose of the Undergraduate Anthropological Association at UCLA (UAA at UCLA) is to foster a lively community of undergraduate students studying or interested in the diverse field of anthropology and connect them with the Department of Anthropology at the University of California, Los Angeles. Since 2010, UAA at UCLA has cultivated a space where students can engage with peers, access academic/career/research resources and mentorship, and contribute to the anthropology field’s commitment to transcultural understanding and social justice. Here, undergraduate students can easily meet with peers, professors, TAs, field anthropologists, and alumni through bi-weekly workshops, guest speaker forums, and social events.","Academic, Social",[uaa@anthro.ucla.edu](mailto:uaa@anthro.ucla.edu),[https://groupme.com/join\_group/98133227/sRIKdTXi](https://groupme.com/join_group/98133227/sRIKdTXi),,https://www.instagram.com/uaabruins/,,,
Undergraduate Interdisciplinary Research Association,"The Undergraduate Interdisciplinary Research Association shines a spotlight on the work of undergraduate students working in interdisciplinary research. We recognize both the diverse interests of students at UCLA and the increased need for nuanced approaches to solving our society’s most pressing issues. By hosting monthly seminars, providing student-to-student mentorship, and running an annual research symposium, the Undergraduate Interdisciplinary Research Association provides the space for UCLA’s undergraduate researchers from across disciplines to build community in research.","Academic, Educational",[uclauira24@gmail.com](mailto:uclauira24@gmail.com),[https://linktr.ee/UIRAatUCLA](https://linktr.ee/UIRAatUCLA),,https://www.instagram.com/uirabruins/,,,
Undergraduate Math Council,"The Undergraduate Math Council is a council made up of undergraduate students, directly affiliated with the UCLA Math Department. Mathematics, and STEM at large, often carries an air of exclusivity, particularly for students from underrepresented communities. The council aims to address these issues by (1) fostering more effective and streamlined communication between students and the Math Department and (2) promoting an inclusive, equitable, and diverse environment for UCLA Math students. For more details on the workings of the council, please refer to our proposal here: tinyurl.com/mathcouncilproposal","Academic, Service - Community Involvement",[mathcouncil@ucla.edu](mailto:mathcouncil@ucla.edu),,,https://www.instagram.com/uclamathcouncil/,,,
Undergraduate Mathematics Students Association,"The Undergraduate Mathematics Students Association is a student group sponsored by the UCLA Mathematics Department. We are open to all UCLA undergraduate students who are interested in mathematics. UMSA focuses on helping undergraduates gain a sense of community among their fellow UCLA math enthusiasts. This is achieved through regular social events, professional info sessions, workshops, professor talks, and more. Our organization recognizes the academic concerns of our members, ranging from applying to graduate school to finding a career path, or even choosing the right major.","Academic, Social",[umsa@g.ucla.edu](mailto:umsa@g.ucla.edu),[https://www.math.ucla.edu/~umsa/about.html](https://www.math.ucla.edu/~umsa/about.html),https://www.facebook.com/uclaumsa,unsafe:https://www.instagram.com/umsaatucla,,,
"Undergraduate Psychology Society at UCLA, The","We are students who want to create a diverse and inclusive community that shares the field of psychology with all who can benefit, regardless of major. We will provide a more in-depth understanding of psychology topics and how you can benefit from this knowledge in your personal, academic, and professional life. We want to help all students find their passion for psychology through interactive discussions and activities surrounding important topics in our society. We strive to establish a strong connection between our leaders and our members so that we can grow our knowledge and passion for psychology together. If you are interested in joining TUPS, you can find our membership application on our website, linked on this page.","Pre-Professional, Academic",[tupsbruins@g.ucla.edu](mailto:tupsbruins@g.ucla.edu),[https://tupsbruins.wixsite.com/site](https://tupsbruins.wixsite.com/site),,https://www.instagram.com/tupsbruins,,,
"Undergraduate Research Journal of Psychology, The","An annual publication of collaborative efforts between undergraduate students at UCLA and other universities, The Undergraduate Journal of Psychology at UCLA aims to promote and disseminate student excellence in psychological research. The organization intends to serve the undergraduate community at large by making the publication process more accessible and highlighting the interesting and relevant nature of the study of psychology. This publication offers multiple opportunities and students can either submit work or join the staff in an editing, marketing/finance, and submissions/workshops position.","Journals, Academic",[psychjournal.ucla@gmail.com](mailto:psychjournal.ucla@gmail.com),[http://urjp.psych.ucla.edu](http://urjp.psych.ucla.edu/),https://www.facebook.com/UCLApsychjournal,https://www.instagram.com/uclapsychjournal,https://twitter.com/urjp_ucla,,
Undergraduate Science Journal,"The Undergraduate Science Journal (USJ) is a peer-reviewed, student-run academic journal funded by UCLA’s Undergraduate Research Center–Sciences (URC–Sciences) with support from the UCLA Clinical and Translational Science Institute (CTSI). The annual USJ publication features original research and review articles written by UCLA undergraduates in all STEM fields, including life sciences, engineering, statistics, physics, mathematics, and computer science. We provide a multidisciplinary platform that allows students to publish their research, participate in the peer review, editorial, and layout processes of a scientific journal, and engage with the larger research community at UCLA.","Journals, Academic",[usj@ucla.edu](mailto:usj@ucla.edu),[https://usjucla.wixsite.com/usj-ucla](https://usjucla.wixsite.com/usj-ucla),,http://instagram.com/usjucla,,,
Underrepresented Graduate Students in Psychology,"Underrepresented Graduate Students in Psychology (UGSP) is a group dedicated to supporting and advocating for psychology students from racial, linguistic, geographic, or socioeconomic backgrounds that are currently underrepresented in graduate education. UGSP is designed to provide valuable social support to these students whom may otherwise find it difficult to pursue their graduate studies. Through activities, mentorship, and community outreach, we hope to provide a community that encourages the potential and promise of those from underrepresented groups. By promoting and improving multicultural training in psychology, we hope to not only increase ethnic minority student recruitment, retention, and graduation but also improve intergroup relations within our department. UGSP operates with the following branches: UGSP Brown Bag Committee This committee organizes a lecture series that is open to all graduate students. These talks are given by faculty members and post-doctoral students from underrepresented backgrounds or whose research focuses on diversity issues. Each Brown Bag lecture includes both a research presentation and a career development component. This speaker series allows graduate students to network with prominent faculty members from underrepresented groups, hopefully fostering a sense social connectedness and community within the Psychology Department. UGSP Undergraduate Outreach Committee This committee organizes panels for undergraduate students to learn about various aspects of the graduate student experience. We hope to galvanize interest in graduate school by offering examples of successful underrepresented students from their own university. We also hope that this will provide undergraduates with the opportunity to connect with graduate students so they feel comfortable asking questions about diversity in graduate school. UGSP High School Outreach Committee As members of underrepresented groups, we find it imperative to give back to our communities through teaching, education, and service. UGSP will target high schools in low-income neighborhoods and will hold lectures for both parents and students about getting into college. UGSP Transfer Outreach Committee This committee is dedicated to providing resources and improving the experiences of the diverse group of transfer students at UCLA. A central goal of this committee is to serve transfers as they navigate their undergraduate experience and provide tools and information as they set future goals by creating/hosting events and building community between undergraduate and graduate students. UGSP Social Committee The Social Committee plans and coordinates various events each year, typically off campus. Our goal in organizing these events is to foster a sense of community among UGSP members. It is a chance for students to interact with people that come from diverse backgrounds who share similar experiences.","Academic, Cultural/Ethnic",[ucla.ugsp@gmail.com](mailto:ucla.ugsp@gmail.com),[http://ugsp.psych.ucla.edu/](http://ugsp.psych.ucla.edu/),https://www.facebook.com/groups/ugsp.ucla,,https://twitter.com/ugsp_ucla,,
United Nations Association at UCLA,"UNA USA chapter at UCLA empowers our members with professional development to break into the public service sector through workshops and career fairs. We are dedicated to advocating for the SDGs through volunteering campaigns like the International Youth Conference with UN Youth Development professionals. Our members get opportunities to represent UCLA and network with social service leaders and UN officials at UNA Leadership Summit in DC, UN CSW and UNA Global Engagement Summit at UN Headquarters in NY.","Pre-Professional, Academic",[unitednations@ucla.edu](mailto:unitednations@ucla.edu),,,https://www.instagram.com/una.ucla/,,,
USAC Academic Affairs Commission,To advocate on behalf of the UCLA undergraduate body to the administration on all issues affecting academic life.,"Student Government - USAC Affiliated, Academic",[usaaac@gmail.com](mailto:usaaac@gmail.com),[https://www.usacacademicaffairscommission.com](https://www.usacacademicaffairscommission.com/),,,,,
Watts Tutorial Program,"The Watts Tutorial Program serves the educational needs of underprivileged elementary through high school students residing in the Nickerson Gardens, and Avalon Gardens housing developments located in Watts and East Los Angeles.","Academic, Community Service",[wattstutorialprogram@gmail.com](mailto:wattstutorialprogram@gmail.com),[http://wattstutorialprogramatucla.com/](http://wattstutorialprogramatucla.com/),,https://www.instagram.com/wattstutorialprogram/,,,
Women's Collective,"This organization plans to meet Mondays 6:00-8:00 pm. These meetings will entail presentations or discussions over topics related to our political, social, and cultural climates.","Leadership, Academic",[womenscollective.ucla@gmail.com](mailto:womenscollective.ucla@gmail.com),,,,,,
WTS Student Chapter @ UCLA,WTS-UCLA is dedicated to the representation and empowerment of UCLA students interested in the field of transportation. Our aim is to ensure students have the necessary skills and network to improve their professional development and be competitive applicants in the field. Activities planned by WTS-UCLA will reflect these goals of student representation and empowerment and improve the skillsets of members.,"Pre-Professional, Academic",[info.wts.ucla@gmail.com](mailto:info.wts.ucla@gmail.com),,,,,,
Youth Empowerment in Science (Y.E.S.) at UCLA,"YES at UCLA is an organization inspiring the next generation of scientists through a team of highly motivated, undergraduate educators. Our ultimate vision is to show young students (3rd to 5th graders) that anyone, regardless of race, gender, or socioeconomic status, can find success in the field of science. We will fulfill this mission by holding science lessons at schools in the LA area. New members will be trained to work with children, contact schools of their choice, prepare small lectures, and ultimately lead clinics. Whether members need volunteer hours or simply want to help their community, YES will track their service throughout the year.","Academic, Service - Community Involvement",[yesatucla@gmail.com](mailto:yesatucla@gmail.com),,,https://www.instagram.com/yesatucla/,,,
Afrikan Mxn's Collective,"The Mission of the Afrikan Mxn’s Collective (AMC) is to develop and support a community of strong Afrikan mxn by way of discovering our unique contribution to the struggle on campus and abroad. To collectively realize our full potential academically, politically, socially, economically, emotionally, and spiritually. To network within and beyond the collective to unify and uplift all Afrikan Mxn in our community. To develop and carry out our collective vision for the community through the fostering of self-knowledge and determination. To work with the Afrikan Womxn’s Collective and Blaque to build and sustain solidarity and power for all Afrikan Folx within the Afrikan Student Union.","African American, Cultural/Ethnic",,,,,,,
Black Business Student Association,"The Black Business Student Association is the premier black professional organization and business network at UCLA committed to empowering students through professional development, mentorship, entrepreneurship, and career networking opportunities. Our membership is composed of a diverse group of talented students pursuing careers and interests in business, politics, social causes and the community. BBSA celebrates diversity and welcomes students of all cultural backgrounds, while operating with clear goals that suit the needs and concerns of Black students at UCLA.","Business, African American",,,,,,,
Black Graduate Students Association,"The primary purpose of the BGSA shall be to promote a social, informative, and professional network for Black graduate and professional students in order to ensure their retention and continued academic success at UCLA. In addition, the BGSA serves to make the UCLA community aware of and responsive to the needs and concerns of Black graduate and professional students and advocates for persons of the African Diaspora within the University and the surrounding area.","African American, Student Government - GSA Affiliated",,,,,,,
Black Law Student Association,The Purpose of this Association shall be to: Recruit Black students into the law school; Articulate and promote the professional needs and goals of Black Law Students; Focus upon the relationship of the Black Law Student and the Black Attorney to the American legal structure; Instill in the Black Attorney and Law Student a greater awareness and commitment to the needs of the Black community; Create a supportive environment for BLSA members; and Encourage and assist in the academic success of BLSA members.,"Law, African American",,,,,,,
CRWND Inc: Sisters of Success at UCLA,"CRWND Inc. is a program aimed at extending its mentorship services to Black women and girls at UCLA to further our mission of providing mental health education, academic support, leadership, and sisterhood to generate the creation of a network for Black women that supports them in all of their personal and professional endeavors.","Leadership, African American",,,,,,,
DGSOM/CDU SNMA,"Student National Medical Association (SNMA) is committed to supporting current and future Black medical students, addressing the needs of underserved communities, and increasing the number of clinically excellent, culturally competent, and socially conscious physicians. SNMA chapters, based at allopathic and osteopathic medical schools throughout the nation and some colleges, implement our programs and activities locally. SNMA programs are designed to serve the health needs of Black communities and other underserved communities. In addition, SNMA is dedicated both to ensuring that medical education and services are culturally sensitive to the needs of diverse populations and to increasing the number of Black, Latino, and other students of color entering and completing medical school.","Medical, African American",,,,,,,
"Fashion, Innovation, Trends, and Style","Fashion, Innovation, Trends, and Style (FITS) is a club created to promote and celebrate Black culture through fashion, to create a vibrant community where members can explore and express their unique styles while learning about the rich history and trends of Black fashion, and to act as a medium for the members' social, cultural, and economic perspectives.","Arts, African American",,,,,,,
Melanin & Medicine at UCLA,"We are scholars of the Afrikan Diaspora who seek to enrich Black students with the skills needed to excel in their health professional careers. Our mission is to revolutionize the future of medicine by dismantling the institutional barriers posed against Black students, while connecting them to various fields of medicine.","Medical, African American",,,,,,,
National Black Law Journal,"UCLA-National Black Law Journal has been committed to scholarly discourse exploring the intersection of race and the law for thirty-five years. The NBLJ was started in 1970 by 5 African-American law students and 2 African-American law professors. The Journal was the first of its kind in the country. Because of the drop in African-American students at UCLA School of Law after the passage of proposition 209, the journal was sent to Columbia where publication could be continued. One of the Journals founding editors noted that it was important that there be a forum for providing a theoretical framework for practical daily application of Black legal ideas and concepts. The Journal has aimed to build on this tradition by publishing articles that make a substantive contribution to current dialogue taking place around issues such as affirmative action, employment law, the criminal justice system, community development and labor issues. The Journal has a commitment to publish articles that inspire new thought, explore new alternatives and contribute to current jurisprudential stances. In 2005, a group of students at UCLA began the process of bringing the journal back to its birthplace through the organization of a symposium entitled ""Regression Analysis: The Status of African Americans in American Legal Education."" In the Fall of 2009, a group of committed students reformed the NBLJ Board and in Spring 2010, NBLJ published at UCLA for the first time in over a decade.","Academic, African American",,,,,,,
National Society Of Black Engineers (NSBE),"Our Mission is to increase the number of culturally responsible Black scientists and engineers in STEM who excel academically, succeed professionally, and positively impact the community.","Engineering, African American",,,,,,,
Nigerian Students Association,The Nigerian Students Association is a student group at UCLA aimed at increasing the awareness of its members about the Nigerian culture and West Africa at large. We aim to provide a home away from home for our members and inform them of issues and current events the country is facing.,"Cultural, African American",,,,,,,
180 Degrees Consulting,"180 Degrees Consulting is the premier consulting organization at UCLA for socially-driven clients. We boast a group of students who possess intelligent business minds and unparalleled passion for solving some of the world’s greatest socio-economic problems. Equipped with consistent training, our student consultants are committed to making a meaningful impact on our clients and ensuring that their project objectives are achieved. Our team is made up of individuals from diverse backgrounds, allowing us to offer fresh perspectives and foster a tight-knit community of open minded people.","Business, Service",[ucla180dc@gmail.com](mailto:ucla180dc@gmail.com),[https://www.ucla180dc.org/](https://www.ucla180dc.org/),https://www.facebook.com/180DegreesUCLA/,https://www.instagram.com/ucla180dc/,,,
Advanced Degree Consulting Club,"Advanced Degree Consulting Club (ADCC) serves advanced degree candidates (with a specific focus on PhD and Master students) that are passionate about pursuing management consulting as their career path. Our Goals are: 1. Serve advanced degree candidates (with a specific focus on PhD and Master students) that are passionate about pursuing management consulting as their career path. 2. Create a community of future consultants and business leaders with advanced degrees and provide a platform for information exchange and networking. 3. Bridge the gap between the academic world and the business consulting industry by hosting consulting career events, career fairs, workshops and other related events. 4. Develop partnerships and share resources with other consulting organizations and groups.","Business, Career Planning",[contact@adccucla.org](mailto:contact@adccucla.org),[http://adccucla.org](http://adccucla.org/),https://www.facebook.com/adcc.ucla,,,,
Alpha Kappa Psi,"Alpha Kappa Psi is recognized as the premier developer of principled business leaders. Our main objectives include: 1. To further the individual welfare of its members; 2. To foster scientific research in the fields of commerce, accounts, and finance; 3. To educate the public to appreciate and demand higher ideals therein; 4. To promote and advance in institutions of college rank, courses leading to degrees in business administration.","Business, Pre-Professional",[akp.ay.president@gmail.com](mailto:akp.ay.president@gmail.com),[http://akpsiucla.com/](http://akpsiucla.com/),,,,,
Anderson Student Association,"The Anderson Student Association (ASA) governs the UCLA Anderson student body to ensure a high quality of student life and to build relationships between students, faculty, alumni, and the business community.","Business, Leadership",[olivia.levine.2025@anderson.ucla.edu](mailto:olivia.levine.2025@anderson.ucla.edu),[https://www.anderson.ucla.edu](https://www.anderson.ucla.edu/),,,,,
Ascend Consulting Group,"Are you looking to break into tech, consulting, or entrepreneurship? At Ascend Consulting Group, we give underclassman a unique opportunity to collaborate directly with YC and venture backed startups, influencing the next wave of innovation. As part of our national network, you'll connect with the sharpest founders in the industry, build meaningful relationships with peers at elite universities nationwide, and gain that hands-on consulting, tech, and product experience you need to excel early in your career. Join our chapter at UCLA!","Business, Pre-Professional",[ucla@ascendgroup.co](mailto:ucla@ascendgroup.co),[https://ascendgroup.co/](https://ascendgroup.co/),,https://www.instagram.com/ascend_ucla/,,,
Aspiring Real Estate Lawyers Club,"The Aspiring Real Estate Lawyers Club is a group of UCLA undergraduate students who aim to learn more about Real Estate Law and create a net work of future attorneys in the Real Estate Law field. We will hold meetings biweekly, weekly, or even monthly depending on the availability of members; within these meetings, we will have an open space for students to engage with each other, and reflect on different subjects brought to the table by me, and guest speakers. Guest speakers will be current attorneys, law school students, real estate professionals, and many other seasoned professionals in the Real Estate Law field. Our goal is to create a healthy group of aspiring lawyers who can build relationships together, learn together, and grow together.","Law, Business",[dylanemein@gmail.com](mailto:dylanemein@gmail.com),,,,,,
Bear Consulting at UCLA,"Bear at UCLA is a pro-bono, student-run consulting organization that primarily focuses on consulting for UCLA organizations on campus. We make it our mission to enrich the experiences of start-ups, small businesses, and UCLA student organizations by facilitating process improvement in the dimensions of internal and external strategy, marketing, and design.","Business, Service",[bearuclateam@gmail.com](mailto:bearuclateam@gmail.com),[https://www.bearucla.com/](https://www.bearucla.com/),https://www.facebook.com/Bear-at-UCLA-106812337860258,https://www.instagram.com/bearatucla/,,,
Beta Alpha Psi,"Beta Alpha Psi is a student organization that aims to help students interested in the business, finance, and accounting fields become more educated about these areas of business and what they have to offer in terms of future job opportunities. We provide workshops to help improve members' professional development and create opportunities for our members to network with real-life professionals from the working world to gain firsthand advice from them about recruiting and the future of those in the business.","Business, Career Planning",[board@baybruins.com](mailto:board@baybruins.com),[https://www.baybruins.com/](https://www.baybruins.com/),https://sa.ucla.edu/facebook.com/baybruins,https://www.instagram.com/uclabay,,,
Black Business Student Association,"The Black Business Student Association is the premier black professional organization and business network at UCLA committed to empowering students through professional development, mentorship, entrepreneurship, and career networking opportunities. Our membership is composed of a diverse group of talented students pursuing careers and interests in business, politics, social causes and the community. BBSA celebrates diversity and welcomes students of all cultural backgrounds, while operating with clear goals that suit the needs and concerns of Black students at UCLA.","Business, African American",[uclabbsa@gmail.com](mailto:uclabbsa@gmail.com),[https://www.uclabbsa.com/](https://www.uclabbsa.com/),,https://instagram.com/bbsa.ucla?igshid=2g1cjnd0zpzu,,,
Bruin Actuarial Society,"Bruin Actuarial Society is the premier actuarial student organization at UCLA. We serve as a liaison between the UCLA Actuarial Undergraduate Community and the professional actuarial community, especially those with offices in the Southern California region. Over the past 2 decades, we've actively provided our members with the resources and opportunities necessary for a future career in the actuarial industry.","Business, Career Planning",[bruinactuaries@gmail.com](mailto:bruinactuaries@gmail.com),[http://math.ucla.edu/~actuary/](http://math.ucla.edu/~actuary/),https://www.facebook.com/bruinactuaries,https://www.instagram.com/bruinactuaries/,,,
Bruin Advertising and Marketing Team,"Bruin Advertising & Marketing Team is UCLA’s only student-run ad agency. Our goal is to build a supportive network of diverse students who are passionate about marketing. Every year, we participate in the National Student Advertising Competition where we create a detailed marketing plan for a corporate client and present it in front of industry professionals. Funding for our program would enable us to compete in the competition and provide foundational marketing experience for our members.","Business, Career Planning",[bruinadteam@gmail.com](mailto:bruinadteam@gmail.com),[https://bruinadteam.com/](https://bruinadteam.com/),https://www.facebook.com/bruinadteam,https://www.instagram.com/bruinadteam/,https://twitter.com/BruinAdTeam,,
Bruin Asset Management,"Bruin Asset Management is a student-run finance organization that hopes to create an interactive, hands-on, and practical way for finance-inclined students to go through simulated stock pitches and investor presentations. BAM hopes to develop skills and abilities of members including but not limited to delivering presentations, teamwork, financial modeling, research, and others. BAM intends to prepare students for future professional careers in finance and create a network of motivated individuals who share common interests.","Business, Career Planning",[bruinassetmanagement@gmail.com](mailto:bruinassetmanagement@gmail.com),[http://bruinam.com](http://bruinam.com/),https://www.facebook.com/BruinAssetManagement/,https://www.instagram.com/bruinassetmanagement/?hl=en,,,
Bruin Business,"Bruin Business is a student-run club focused on helping aspiring entrepreneurs turn their ideas into real startups. We believe in the power of collaboration, bringing students together to build businesses from the ground up. Our goal is to provide the tools, resources, and support that students need to launch and grow their own ventures. Through hands-on workshops, team projects, and access to experienced mentors, we help guide members through the entire startup process, from idea to execution. We also offer opportunities to network with successful entrepreneurs, investors, and industry professionals who can help take ideas to the next level. Whether you're just starting out with a new business idea or are looking to scale an existing project, Bruin Business is here to help you grow, learn, and succeed.","Business, Pre-Professional",[bbpublicrelations.ucla@gmail.com](mailto:bbpublicrelations.ucla@gmail.com),,,https://www.instagram.com/bruinbusiness/,,,
Bruin Capital Management,"Bruin Capital Management is a student-operated hedge fund focused on investing in companies that pioneer next-generation technology and innovation. BCM is UCLA’s first undergraduate organization that will be operated as a hedge fund. Our mission is to achieve long-term capital appreciation with innovative and contrarian investment strategies to discover long-term winners. We implement unorthodox investment and portfolio management strategies to identify large-scale investment opportunities in emerging markets that will have an immense impact in future markets, including, but not limited to 3D Printing, Electric Vehicles, Space Exploration, Renewable Energy, Real-Estate, etc. One of our objectives is to educate a new-generation of investors on financial markets. At first glance, financial markets and investing may seem complicated, but at BCM, individuals will have the opportunity to learn more about different sectors, make better investment decisions, and expand their financial acumen.","Business, Pre-Professional",[bcm@g.ucla.edu](mailto:bcm@g.ucla.edu),,,https://www.instagram.com/bruincapital/?hl=en,,,
Bruin Career Exploration,"Bruin Career Exploration will consist of weekly (virtual and in-person) meetings with a different guest speaker. The guest speakers will pertain to different career fields to help expose undergraduate students at UCLA to the multitude of career paths available and the trajectory that led the speakers to their end goal, e.g. education, clubs joined & internships. In addition, we will ask undergraduate students with internship experience to recount how they landed the opportunity and the advice they give to people looking for internships but are unsure on how to apply. We will also have resume-building workshops.","Career Planning, Business",[bruincareerexploration@gmail.com](mailto:bruincareerexploration@gmail.com),,,,,,
Bruin Entrepreneurs,"Bruin Entrepreneurs (BE) is the premier entrepreneurship organization at the University of California, Los Angeles. Founded in 2013, BE’s core mission is to facilitate entrepreneurship among undergraduates by providing resources, networking, and guidance. Our aim is to assist students of all majors and levels of experience in starting their own ventures by providing educational workshops designed to introduce students to the basics of entrepreneurship. In addition to hosting guest speaker and presentation events, we also intend to help establish UCLA’s presence in the Los Angeles startup community by providing students with external networking opportunities to connect with existing startups, accelerators, and investors in the area. BE is designed to not only be a network and resource for learning, but a place to innovate. Via Startup UCLA, we open a meeting place for like-minded students who desire to bring their passion into a collaborative environment. We aim to provide a productive environment for business people, developers, and everyone in between to connect and share their talents. Through Weekly Nights, Startup Labs, Startup Fair LA, BruinLabs, Designation, and 1000 Pitches, BE is dedicated to providing equity, transparency, and support to student entrepreneurs so that they may solve the complex problems, questions, and issues facing our world today. Because we believe it’s important to BE. And to BE the Next Big Thing.","Business, Leadership",[contact@bruinentrepreneurs.org](mailto:contact@bruinentrepreneurs.org),[http://bruinentrepreneurs.org/](http://bruinentrepreneurs.org/),https://www.facebook.com/BruinEntrepreneurs,https://www.instagram.com/bruinentrepreneurs/,,,
Bruin Finance Society,"The Bruin Finance Society serves as a starting point for UCLA students interested in careers in business and finance, while helping students develop and prepare for successful careers in those fields. Through meetings, socials, and events, our members will have access to a supportive business- and finance-oriented community, technical knowledge and expertise from professionals, and the opportunity to make meaningful and connections that will be valuable throughout and beyond college.","Pre-Professional, Business",[bruinfinancesociety@gmail.com](mailto:bruinfinancesociety@gmail.com),,,,,,
Bruin Hedge Fund,"At Bruin Hedge Fund, we seek to prepare our members for successful careers in finance and foster a community of passionate young professionals. Our members develop professional skills and life-long friendships through effective mentorship, while we also hold professional and social networking events to build relationships beyond the organization. The goal of our organization is to develop opportunities for students. We aim to take our members’ passion for investing and convert it into skills for obtaining a job after graduating. Our members learn the necessary skills to successfully understand, value, and price investments. Through projects and workshops, we teach members accounting, financial modeling, and other foundational skills across various economic sectors. Every quarter BHF members collectively complete stock pitches for our SEC registered nonprofit investment fund and participate in case competitions with other UCLA students interested in finance. BHF has members obtain jobs in private equity, investment banking, quantitative trading, and corporate finance. If you are interested in exploring an interest in finance, apply to BHF!","Business, Pre-Professional",[bruinhf@gmail.com](mailto:bruinhf@gmail.com),[http://bruinhedgefund.com](http://bruinhedgefund.com/),https://www.facebook.com/bruinhf,https://www.instagram.com/bruinhedgefund/,,,
"Bruin Investment and Trading Group, The",The Bruin Investment and Trading Group places Bruins into the world's top Investment Banks.,"Business, Educational",[bitgroup@g.ucla.edu](mailto:bitgroup@g.ucla.edu),[https://uclabitgroup.com/](https://uclabitgroup.com/),https://www.facebook.com/uclabitgroup,https://www.instagram.com/uclabitgroup/?hl=en,,,
Bruin Marketers,A marketing club that provides opportunities to be successful in the marketing industry. Members are exposed to opportunities to further their passions. We will provide a networking space between the members and professionals in the field.,"Business, Academic",[bruinmarketers@gmail.com](mailto:bruinmarketers@gmail.com),[https://bruinmarketers.weebly.com](https://bruinmarketers.weebly.com/),,https://www.instagram.com/bruinmarketers/,,,
