Name,Full Description,Category,Email,Website,Facebook,Instagram,Twitter,YouTube,LinkedIn
"Cultural, Cultural/Ethnic",Email:,,,,,,,,
The Nigerian Students Association is a student group at UCLA aimed at increasing the awareness of its members about the Nigerian culture and West Africa at large. We aim to provide a home away from home for our members and inform them of issues and current events the country is facing.,Category:,,,,,,,,
"Cultural, African American",Email:,,,,,,,,
"We're the sole street dance club on campus, offering open dance sessions for anyone who wishes to join. Committed to preserving street dance heritage and expanding its footprint at UCLA, we foster a welcoming environment for individuals at any stage of their journey, whether they're already involved in the culture or simply curious. Our mission is to pay homage to its legacy by immersing our members through cyphers, battles, and community events. Join us in learning more about the world of street dance through forms like hip-hop, house, popping, locking, breaking, wh(a)acking, and so many more!",Category:,,,,,,,,
"Dance, Cultural",Email:,,,,,,,,
"The Organization for Cultural Diversity in Science (OCDS) is a student-run organization housed in the physical sciences. OCDS aims to foster a network of support for students belonging to diverse backgrounds. The organization plans and executes several events, including outreach, academic lectureships, professional development activities, and social events towards this goal.",Category:,,,,,,,,
"Cultural, Service",Email:,,,Social Media:,,,,,
"Pilipino Recruitment and Enrichment Program is a community service organization with a mission to equip our executive board and general members with a greater understanding of the importance of higher education, while fostering exploration of cultural identity. We seek to learn the needs of not only our own community but also on the needs of others. The culmination of these efforts are in hope that those involved with the organization will grow to be leaders and share their knowledge with those around them to empower and educate. We carry out these values through our main entities: Service with Intent to Empower (SITE) visits, Day in A Life (DIAL), Kababayan Pilipinx Weekend for Admits (KaPWA), and our Internship. Our vision for this upcoming year includes emphasizing growing our impact as a community service organization as well as our influence as a first-year pipeline into the wider Pilipinx community at UCLA. We aim to provide a space in which these new students are easily able to explore the resources available and foster friendships among themselves and other UCLA students.",Category:,,,,,,,,
"Community Service, Cultural",Email:,,,Social Media:,,,,,
"Párrafo is an art and literary magazine under the direction of the graduate students of the Department of Spanish and Portuguese of the University of California, Los Angeles. Párrafo publishes academic, literary, artistic texts and artistic productions that offer a critical perspective on the issue's theme. Párrafo targets the academic community —professors, graduate and undergraduate students, librarians, and related scholars and artists— associated with Departments of Spanish and Portuguese, Comparative Literature, Romance Languages, Latin American Studies, Chicano Studies, and related fields at universities, colleges and other academic institutions in the United States and abroad. In addition, Párrafo is intended for a readership connected to cultural institutions devoted to the Spanish and Portuguese speaking world, such as embassies, consulates, and foundations within and outside the United States. In essence, Párrafo is a magazine that allows academics and artists to explore topics in nuanced and creative ways.",Category:,,,,,,,,
"Journals, Cultural",Email:,,,Social Media:,,,,,
"Established in 2019, ROOT\[D is a project dance team with the aim to develop and showcase dancers within the UCLA/LA community. As the only South Asian dance team that encompasses a wide breadth of styles such as Kuthu and Hip-Hop, we focus on developing skills for the sake of growth, not competition. Through our dance styles and welcoming environment, we cultivate diversity and encourage our dancers to become comfortable with being uncomfortable.",Category:,,,,,,,,
"Dance, Cultural",Email:,,,,,,,,
"The Russian-Speaking Student Association (RSSA) at UCLA is dedicated to fostering a dynamic community that embraces the rich cultural and linguistic heritage of the Russian-speaking world, encompassing not only Russia but also the broader post-Soviet region. We host events that explore the diverse traditions of these nations, offering students the opportunity to engage in meaningful cultural exchange. Whether you're a native speaker or just beginning to learn, we welcome all UCLA students to join us in celebrating and practicing the language and cultures of this vibrant community.",Category:,,,,,,,,
"Cultural, Social",Email:,,,,,,,,
"Rye International is a professional fellowship founded in 2018, dedicated to empowering the Chinese community through career development, social activities, and mentorship. The organization offers a dynamic range of career counseling events, including workshops, speaker series, and networking opportunities with industry leaders, helping members gain valuable insights and expand their professional networks. In addition to career-focused programming, Rye International fosters community and connection through social activities that encourage meaningful relationships and personal growth. Committed to uplifting and equipping the next generation of Chinese leaders, Rye International continues to inspire excellence and strengthen its global network.",Category:,,,,,,,,
"Business, Cultural",Email:,,,,,,,,
"The Saudi Arabian Student Association (SASA) at the university serves as a hub for cultural exchange, uniting students from Saudi Arabia to celebrate their heritage, supporting our members to excel, and fostering a sense of community while promoting a rich understanding of Saudi culture and traditions across campus.",Category:,,,,,,,,
"Cultural, International Students",Email:,,,,,,,,
"Mission and Vision Statement Save Cantonese at UCLA is part of a larger international movement that sustains and celebrates Cantonese language and culture. Through grassroots advocacy, we protect and promote local language programs, while strengthening connections across the global Cantonese diaspora. We recognize and honor the long history of Cantonese people at UCLA and their contributions to our campus community as laborers, students, and educators. We ensure that present and emerging generations benefit from a vibrant, thriving Cantonese-speaking and learning community. We welcome people from all backgrounds and language abilities. Strategic Aims 1. Protect and strengthen educational and research infrastructure for Cantonese as a language at UCLA and beyond. 2. Affirm the value of Cantonese culture and identity at UCLA and in societies around the world. 3. Build a movement of Cantonese diasporic and language-learning communities to take collective action at UCLA.",Category:,,,,,,,,
"Asian Pacific Islander, Cultural",Email:,,,,,,,,
"SHAN9 Chinese Dance Drama Society is a student organization at UCLA that conveys China's rich history and folk culture through dance drama composed of Chinese traditional and folk dances. Our performances string together a continuous and complete narrative that immerses audiences in specific regions, eras, and beliefs. Our artistic approaches are diverse, drawing inspiration from exquisite paintings, captivating books, legendary figures, or ancient myths. Through these various perspectives, we deeply explore and experience the essence of Chinese culture.",Category:,,,,,,,,
"Dance, Cultural",Email:,,,Social Media:,,,,,
"Welcome to the South Asian Women’s Forum, where we meet to engage in meaningful conversations surrounding today’s political and social issues. SAWF aims to create a safe space for South Asian women and allies to share their opinions on current affairs. We believe that it is essential for members to build their voice and develop their critical thinking skills in order to better understand our constantly evolving world. Moreover, as South Asian women, our experiences and perspectives uniquely shape how we navigate this ever-changing landscape. Join us as we foster a community where diverse perspectives are heard and valued!",Category:,,,,,,,,
"Political, Cultural",Email:,,,,,,,,
"Taara at UCLA is an award-winning, competitive Indian Classical dance team that combines various classical dance styles including, but not limited to Bharatanatyam, Kathak, Odissi, and Kuchipudi to create innovative routines that preserve the traditional beauty of classical dance and provide an explorative venue for modern-day storytelling. Founded in Fall 2013, Taara is comprised of a small group of driven UCLA students who are committed to the preservation of the classical arts and its relevance in future generations. In addition to our competitive team, we perform at various events throughout UCLA and in the Southern California region, including corporate, non-profit, and personal events.",Category:,,,,,,,,
"Dance, Cultural",Email:,,,,,,,,
"We are a student organization that focuses on gathering Taiwanese people and hosting events that are related to Taiwanese cultures and traditions. In addition, our goal is to let Taiwanese students have seamless integration into UCLA life regarding both cultures and academic aspects.",Category:,,,,,,,,
"Cultural, Social",Email:,,,,,,,,
Our mission is to spread Taiwanese awareness and culture through community involvement and to build and strengthen the Taiwanese American community on campus.,Category:,,,,,,,,
"Cultural, Cultural/Ethnic",Email:,,,Social Media:,,,,,
"Turkish Student Association (TSA) aims to create a welcoming community for Turkish students and those interested in Turkish culture and language at UCLA. The club provides a platform to share cultural experiences, foster friendships, and offer support to students from or interested in Turkey and Turkish Culture. Our organization will host cultural gatherings and celebrate Turkish heritage and traditions. We strive to promote cultural understanding and academic collaboration among students of all backgrounds.",Category:,,,,,,,,
"Cultural, International Students",Email:,,,,,,,,
"UTeaLA is a student club devoted to the study and practice of the Japanese Tea Ceremony (“The Way of Tea” aka. “Chado”). Through classes, workshops, and public presentations we serve the UCLA student body and the broader LA community.",Category:,,,,,,,,
"Cultural, Asian",Email:,,,Social Media:,,,,,
"“brvino” Undergraduate Wine Club is created to deliver wine education to UCLA undergraduates and bring together interested students. We want to educate our members on the infinite diversity of the wine world including its most notable regions, production methods, history, and culture of wine around the world. For the students interested in careers in the wine world, we would like to create a community of like-minded individuals to facilitate discussion of the wine industry and seek opportunities together. Lastly, “brvino” Undergraduate Wine Club wants to have a positive impact on the drinking culture at the university, promote thoughtful, moderate, and epicurean approach to wine consumption, and discourage excessive and harmful drinking.",Category:,,,,,,,,
"Recreation, Cultural",Email:,,,,,,,,
"AI and Eye aims to increase the Awareness, Accessibility, and Affordability of eye care to prevent avoidable vision impairment and blindness. Our goal is to develop innovative solutions that address the Triple-A of eye care utilizing artificial intelligence and digital tools. We seek to help individuals preserve their vision for life and build a community of students interested in the intersection of healthcare, medical innovation, and global health.",Category:,,,,,,,,
"Medical, Technology",Email:,,,Social Media:,,,,,
"Art.Ificial at UCLA is a student organization dedicated to serving students interested in industries at the intersection of art and technology. If you’re interested in technology for music, graphic art, film, or anything else you can imagine, this is the community for you. We host guest speakers from industry, hold professional development events, and run project spaces for various art tech disciplines. Most importantly, we aim to be a community for all students in these spaces.",Category:,,,,,,,,
"Arts, Technology",Email:,,,,,,,,
"ACM at UCLA is the largest computer science student organization in Southern California. We welcome students of all backgrounds, interests, and skill levels to join our community and share our love for technology. ACM is comprised of eight committees — each serving a different topic and mission. Our events are open to everyone, regardless of major or experience!",Category:,,,,,,,,
"Technology, Educational",Email:,,,Social Media:,,,,,
"Bruin AI is the premier everything AI Club and community at UCLA. We are a group of AI enthusiasts striving to build a prestigious AI community on campus to teach AI and tech learning to contribute to a better and safer UCLA Campus and Beyond. At Bruin AI, our mission is to: - Create and grow a community for AI and Tech enthusiasts at UCLA. - Explore, learn, and apply AI and Technology to our professional and personal lives, making UCLA a hub for AI knowledge and innovation. Joining Bruin AI offers a multi-faceted experience that extends beyond typical club participation: Leadership: Take the opportunity to influence and mold the AI culture at UCLA. Members contribute to ongoing initiatives and get a platform to introduce new ideas, strategies, and projects that can redefine how AI is perceived and integrated on campus. Networking: Gain access to a network of industry professionals, alumni, and researchers. Attend exclusive events, workshops, and conferences that provide opportunities for internships, collaborations, and even future employment. Skill Enhancement: Beyond AI, develop critical soft skills like teamwork, public speaking, and project management. Benefit from mentorship opportunities and feedback sessions that focus on your holistic development. Innovation & Creativity: At Bruin AI, we celebrate innovation. Work on cutting-edge projects, experiment with new ideas, and be at the helm of creating solutions that could be the next big thing in AI. Campus Involvement: Engage actively with the broader UCLA community. This involvement not only strengthens our club's ties with various faculties and student groups but also reinforces our commitment to making AI an integral part of UCLA's academic and extracurricular fabric. Exclusive perks for our valued members AI Training Program Elevate your AI skills through our comprehensive training program Exclusive Workshops Expand your knowledge through our exclusive workshops Professional Networking Connect with industry trained AI professionals in the field Mentorship Programs Harness the power of AI mentorship and learn lifelong lessons AI Resources Personalize your AI journey to suit your needs the best AI Projects Explore innovative applications of AI to solve real-world challenges",Category:,,,,,,,,
"Technology, Engineering",Email:,,,Social Media:,,,,,
"Bruin Formula Racing was created with the goal of giving engineering students the opportunity to apply classroom knowledge in a practical team environment. Members will design, build, and test a formula-style car and compete against teams from other universities.",Category:,,,,,,,,
"Engineering, Technology",Email:,,,Social Media:,,,,,
"Bruin Quant Traders is UCLA’s premier quantitative finance club focusing on building a strong community of students passionate about the use of quantitative trading, investing, and risk management. We welcome individuals from all academic backgrounds, especially those interested in mathematics, computer science, finance, and statistics. Bruin Quant Traders aims to support members in advancing their academic and professional careers through a variety of initiatives, including workshops, networking opportunities, and collaborative projects.",Category:,,,,,,,,
"Technology, Business",Email:,,,Social Media:,,,,,
"A student run sports statistics organization which serves as a platform for sports research, data journalism, consulting, and machine learning applications. Bruin Sports Analytics is the only club at UCLA where you can actively practice your data science skills throughout the year. Through professional development opportunities and hands on applications, we aim to prepare our members for a successful career in the sports analytics industry.",Category:,,,,,,,,
"Technology, Sports",Email:,,,Social Media:,,,,,
"The CAIR (Clinical Artificial Intelligence Research) Collective is a community for students interested in learning about and contributing to the intersection between healthcare and artificial intelligence. Members are provided with the resources and environment suited for building products and solutions for healthcare issues, using artificial intelligence and machine learning. Students with any interest/background in machine learning, product development, healthcare, or the medical field are encouraged to join!",Category:,,,,,,,,
"Technology, Medical",Email:,,,,,,,,
Largest national community of Black and Latinx college students pursing Software Engineering and Development,Category:,,,,,,,,
"Technology, Career Planning",Email:,,,,,,,,
"The Computational Biologists Society is a student organization which aims to connect students from computational biology and related fields, to provide resources and guidance to students in the Computational and Systems Biology department, and to provide opportunities for education, networking, and professional development.",Category:,,,,,,,,
"Technology, Academic",Email:,,,Social Media:,,,,,
"As a student-led neurotechnology club, CruX strives to raise student awareness and interest in the emerging neurotech industry as well as provide students with opportunities to foster and develop essential skills to advance this complex field. We aim to equip students with the knowledge, skills, equipment, and connections they need to contribute to the growing field of neurotech through workshops, student-run BCI projects, and guest speaker events.",Category:,,,,,,,,
"Technology, Engineering",Email:,,,Social Media:,,,,,
"DataRes is the first and largest data science organization at UCLA. Our mission is to cultivate a growing community of aspiring data scientists through project work and gaining experience in R, Python, SQL, Tableau, analytics, machine learning, client work, and more. Our five teams are DataLearn, Data Blog, Research, Consulting, and DataTeach. Please follow our socials (https://linktr.ee/ucladatares) for the most up-to-date information on recruitment and events!",Category:,,,,,,,,
"Engineering, Technology",Email:,,,Social Media:,,,,,
"DevX is UCLA's premier software project club, where we help to form and guide student-led software projects in improving the livelihoods of their fellow bruins. We pride ourselves on our usage of real-world applications of development practices, giving our members valuable experiences that directly translate to skills in the industry.",Category:,,,,,,,,
"Engineering, Technology",Email:,,,Social Media:,,,,,
"A community dedicated to sharing and cultivating interest in the video game genre of fighting games. Meetups, tournaments, and socials are held every week. We play a vast variety of fighting games, ranging from Street Fighter, Guilty Gear, Tekken, Mortal Kombat, and more!",Category:,,,,,,,,
"Social, Technology",Email:,,,,,,,,
"Game Dev Studio, a subcommittee of UCLA’s Association of Computing Machinery (ACM), is the university’s primary game development club. We offer a collaborative and inclusive environment for students of all skill levels to explore game creation, covering everything from programming and design to storytelling, audio, and art. Through hands-on projects, workshops, and fast-paced game jams, we provide members with practical experience and opportunities to develop key skills in a supportive community. Our flagship program allows students to work in teams and bring original game ideas to life, while our speaker events and industry connections help bridge the gap between academia and professional careers. Whether you're a beginner or experienced developer, Game Dev Studio is where UCLA students turn their passion for games into real-world experience.",Category:,,,,,,,,
"Technology, Engineering",Email:,,,Social Media:,,,,,
"GLITCH is a club dedicated to training students to be able to build projects quickly and compete at hackathons. From beginner-friendly workshops covering frontend, backend, and AI to fully funded trips to top hackathons for our best hackers, GLITCH is where you take your tech skills to the next level. While our main focus is competing in hackathons, we support miscellaneous projects throughout the year, with no set start or end time and no set team. Enjoy flexible project support, build your resume with impressive creations, and even get help launching your own startup with our investor connections. No interviews, no restrictions, just open doors to opportunity.",Category:,,,,,,,,
"Technology, Educational",Email:,,,,,,,,
"High-tech and Neuro-Disorders (HAND) is a non-profit organization at UCLA aiming to increase awareness and education of neurological diseases, including movement disorders such as Parkinson’s disease, and to build a community of students interested in neuroscience and biotechnology. HAND events include hosting speakers such as medical professionals and industry leaders, facilitating journal clubs to discuss recent research, and contributing to online outreach opportunities. This year, HAND will be guiding members in shadowing physicians at the UCLA Movement Disorders Program and aiding those interested to seek research positions in neuroscience laboratories. Additionally, members can choose to be part of the HAND Innovation Team, which will be an ongoing project to develop a prototype for and market the Parkinson's device patent by our President. We welcome all UCLA students passionate about neuroscience and cutting-edge technology, as well as those in the business and marketing fields, interested in biotechnology and entrepreneurship.",Category:,,,,,,,,
"Medical, Technology",Email:,,,Social Media:,,,,,
"Our award winning student branch here at UCLA was founded in 1963. We have devoted our energies towards bringing hands-on, practical experiences to engineering students throughout the campus, as well as creating opportunities for the students to interact with industry professionals, develop their professional skills and more.",Category:,,,,,,,,
"Engineering, Technology",Email:,,,Social Media:,,,,,
"Innovative Design is a student-run creative agency focused on building community, fostering professional development, and serving local organizations. We are a community of graphic and web designers, photographers, and marketers utilizing our skills to support other student organizations and real-world clients on their projects.",Category:,,,,,,,,
"Arts, Technology",Email:,,,Social Media:,,,,,
LA Hacks is a student-run organization that brings students from around the world together to build creative and innovative solutions to the world's most pressing issues. Our mission is to foster a community of technical and artistic talent through collaborative projects and product development.,Category:,,,,,,,,
"Technology, Academic",Email:,,,Social Media:,,,,,
"The Linux Users Group at UCLA (LUG@UCLA) is a student run group of GNU/Linux advocates and users. We provide a support network for Linux users by offering help with Linux, hosting Linux related events, and offering several computing services. Most information about what LUG does can be found on the wiki. Non-Linux users are welcome too! No experience is necessary to join, and there is no application or interview process.",Category:,,,,,,,,
"Technology, Engineering",Email:,,,MedTech Innovation (MTI),,,,,
"The MedTech Innovation club aims to bring together the worlds of health and technology to create new ways to care for patients. It's focused on using things like wearable tech, artificial intelligence (AI), and data analysis to change how we monitor health and treat illnesses. Club members get hands-on with the latest technological inventions, striving to make medical care more accurate, efficient, and personalized by using AI and gadgets that track health in real time. This means trying to start a new phase in medicine where treatments and prevention methods are designed for each person's unique needs. In addition to working on tech projects, the club also gets involved in the community by holding workshops and talks. These events connect tech fans with health experts, sharing and comparing knowledge and ideas and promoting a collaborative learning environment. The club's goal is to provide a great learning space for its members and to get the whole community excited about how tech can change health care for the better. By doing this, the club hopes to help create a future where technology plays a key role in improving health and well-being.",Category:,,,,,,,,
"Medical, Technology",Email:,,,,,,,,
"Product Space at UCLA is a premier product-centric club which offers a fellowship program to up-skill students in the fields of Product Management, Product Marketing, and Product Design. The club offers hands-on training and workshop to help cultivate industry relevant skills. Through mentorship, recruitment preparation, as well as real professional client projects, Product Space hopes to serve as a launchpad for enthusiastic students who wish to enter tech teams across the globe.",Category:,,,,,,,,
"Technology, Educational",Email:,,,,,,,,
"A group of students dedicated to pursuing advocacy through evidence and science. We partake in visits to state assembly members in the area, hold general meetings to discuss relevant topics, and invite guest speakers/lecturers.",Category:,,,,,,,,
"Social Activism, Technology",Email:,,,Social Media:,,,,,
"A community for builders and innovators who love turning ideas into real, impactful projects. By working with the latest industry tech stacks, members gain hands-on experience while creating software that solves real-world problems. Beyond just building, the focus is on staying up to date with tech trends, discussing new advancements, and sharing insights. Projects don’t just stop at completion—ongoing support and recognition help them grow, especially when they make a real impact. Whether it's through recurring users, high engagement, or meaningful contributions, great work is always celebrated. Feel free to reach out if you have any interest in software and technology.",Category:,,,,,,,,
"Engineering, Technology",Email:,,,,,,,,
"We aim to communicate information about everything related to SOLIDWORKS to UCLA students, including information about student licenses, the SOLIDWORKS Certification Program, internship opportunities, local SOLIDWORKS User Group Network events, and more. We host workshops to teach necessary skills as well as collaborate with various organizations on campus to provide SOLIDWORKS training programs. Check out our website at https://westwoodswug.github.io/ to learn more!",Category:,,,,,,,,
"Engineering, Technology",Email:,,,Social Media:,,,,,
"The Data Science Union is a student-led organization founded in March 2019. Our goal is to cultivate a thriving community of tight-knit data science professionals by bringing together those who share an interest in data science. The four components of our club — our self-designed curriculum, real-world projects, professional development opportunities, and focus on community — prepare members for futures in data science.",Category:,,,,,,,,
"Engineering, Technology",Email:,,,Social Media:,,,,,
"VEST promotes venture creation, entrepreneurial initiatives, startup development, and technological innovation within the university community. Our club focuses on working with startup companies to create products that those companies can utilize. Our club partners up with startup companies for volunteer experience for our members. We promote student initiative in their careers by giving them job experience to prepare them for the workforce.",Category:,,,,,,,,
"Technology, Engineering",Email:,,,Social Media:,,,,,
"As technology advances at an exponential rate, it is imperative that we begin thinking about how Artificial Intelligence (AI) will impact society at different levels of daily life, with a focus on the ethical implications and implementation of AI systems. Notably, the development and involvement in AI ethics by students and professionals is nascent. The foresight of how important it is to regulate AI through the lens of ethical discussion and implementation is of paramount significance within the setting of the rapid development of AI and how it has already permeated of our daily lives. As such, the AI Robotics Ethics Society was founded in 2018 at UCLA by Aaron Hui to promote the awareness and importance of ethical implementation/regulation of AI. AIRES achieves its mission of ensuring AI is created both ethically and responsibly through a three-pronged approach: 1. To host a series of intra- and inter-departmental discussions at universities on AI and Robotics ethics. 2. To create a network and promote such awareness through hosting discussions and conferences with chapters of the AI Robotics Ethics Society. 3. To create a small lecture series on the latest breakthroughs and achievements in AI and Robotic ethics.",Category:,,,,,,,,
"Academic, Journals",Email:,,,Social Media:,,,,,
"The Asian Pacific American Law Journal (APALJ) focuses exclusively on the legal, social and political issues affecting Asian Pacific American communities. APALJ plays an important role by providing a forum for legal scholars, practitioners and students to communicate about emerging concerns and by disseminating these writings to the general population.",Category:,,,,,,,,
"Law, Journals",Email:,,,,,,,,
"Bruin Political Review (BPR) is the University of California, Los Angeles’ student-run, nonpartisan political journal. BPR publishes a quarterly journal that consists of articles split into two sections: US and world politics. The goal of the journal is to give writers and editors the opportunity to dive into political issues they are interested in, improve their writing skills, and elevate the political discourse on campus.",Category:,,,,,,,,
"Journals, Political",Email:,,,Social Media:,,,,,
"Over the last 50 years, the Chicanx-Latinx Law Review (CLLR) has provided an essential forum for the discussion of central issues affecting the Latinx community.",Category:,,,,,,,,
"Law, Journals",Email:,,,Dead Writers Society,,,,,
Dead Writers Society is an undergraduate-run literary organization dedicated to creative writing. Dead Writers Society allows aspiring writers to share their work and receive peer feedback while providing a space for community and collaboration.,Category:,,,,,,,,
"Arts, Journals",Email:,,,Social Media:,,,,,
"Each year, scholars, lawyers, judges, and law students throughout the United States publish hundreds of articles concerning various aspects of sexual orientation and gender identity law. The Williams Institute and the UCLA School of Law students who staff the journal have initiated The Dukeminier Awards to acknowledge and distribute the best of these articles. The goals of the prizes are to encourage scholars to begin or continue writing about sexual orientation and gender identity law and public policy; provide valuable recognition and support for scholars, law students, and lawyers who write in this area; and provide easy access to each year’s best scholarly materials for those outside of legal academia, including lawyers, judges, other legal actors, and policy makers.",Category:,,,,,,,,
"Journals, LGBTQI",Email:,,,,,,,,
"Established as Pacific Review of Ethnomusicology in 1984, Ethnomusicology Review is the graduate student publication of the UCLA Department of Ethnomusicology. It is edited by graduate students and refereed by a faculty advisory board. Funding for the journal is provided by GSA Publications at UCLA.",Category:,,,,,,,,
"Journals, Music",Email:,,,,,,,,
"We are the Indigenous Peoples’ Journal of Law, Culture & Resistance and we are here to serve as a law journal that publishes writings concerning Native Peoples’ cultures, traditions, and histories. We publish with the goal of bettering and advancing Native Nations and Indian People. Our Journal is here to actively resist against the insidious effects of colonialism, racism, and the subjugation of Native Peoples. We promote Native scholarship, both student and faculty, and support Native scholars and voices. We partner with Native communities to publish writings that will bring attention to their specific situations and legal battles. We discuss any and all legal struggles faced by Native Nations and Indian People and in so doing actively seek out publishable material from the traditional as well as the intellectual perspective. We are the Indigenous Peoples’ Journal of Law, Culture & Resistance.",Category:,,,,,,,,
"Journals, Law",Email:,,,,,,,,
"The Journal of Gender and Law situates itself in the evolving and multifaceted feminist movement, attuned to the dynamic challenges facing women and other marginalized genders beyond the walls of legal academia. As part of this mandate, the journal contests the boundaries of traditional legal scholarship. We publish poems, reflections, and short stories in addition to standard law review articles and include the voices of students, practitioners, and law professors.",Category:,,,,,,,,
"Journals, Law",Email:,,,,,,,,
"The Journal of Islamic and Near Eastern Law (JINEL) at UCLA is published once a year. As the first law school journal in the West dealing with this topic, JINEL’s goal is to emphasize and critically analyze all legal issues--social, political, civil, historical, economic, and commercial--that are of particular relevance to Muslims and Near Easterners in both Muslim and non-Muslim societies",Category:,,,,,,,,
"Journals, Leadership",Email:,,,,,,,,
The UCLA Law Review is published six times a year by the students of the UCLA School of Law and the Regents of the University of California. The Law Review is a completely student-run organization that strives to publish articles of the highest quality and to provide a community for its members.,Category:,,,,,,,,
"Law, Journals",Email:,,,,,,,,
"Morning Sign Out: UCLA Chapter is dedicated to the modernization of medicine, both by utilizing cutting-edge platforms such as health fairs and social media to promote health literacy among the greater Los Angeles population, and by educating tomorrow’s healthcare providers mentally, technologically, and academically.",Category:,,,,,,,,
"Medical, Journals",Email:,,,Social Media:,,,,,
"Pacific Basin Law Journal (PBLJ) is the second oldest journal at UCLAW, founded in 1982. PBLJ publishes twice a year on a diverse range of legal and policy issues concerning the Pacific Rim, which encompasses nations in Asia-Pacific and the Americas. Throughout its existence, the PBLJ has featured articles written by leading scholars and practitioners on international legal topics including human rights law, constitutional law, criminal law, international trade regulations, corporate governance, climate change, intellectual property law and other areas of business law. The breadth and diversity of materials covered by the PBLJ makes it one of the most exciting, informative and authoritative student publications at the UCLA School of Law.",Category:,,,,,,,,
"Journals, Law",Email:,,,,,,,,
"The chief goal of the Philosophy Club is to provide a space for students to share and discuss ideas in an open-minded, friendly and respectful environment. This is a place where you can grapple with philosophical questions, and we can mutually work together to try to better our understanding of the world, our behavior within it, and whether or not we are justified in our beliefs. Whether you have only a budding interest in philosophy or if you are well versed in philosophical discourse, the club is a great way to expand your knowledge of the field and make friends along the way. WEEKLY MEETING Meetings are held every Tuesday at 6 pm in Dodd 399 (On Discord https://discord.gg/8YcZ3Uu during pandemics). During meetings, we discuss a specific philosophical issue for about an hour and a half. Topics are chosen and presented by any club members and often explore topics not commonly covered in undergraduate courses, e.g.: philosophy of progress, experience machine, and animal rights. We encourage you to present your own ideas! Sometimes we host philosophy-themed movie nights instead. We often go to Westwood for dinner after our weekly meetings to continue the discussion. MEDITATIONS PHILOSOPHY JOURNAL Meditations is the undergraduate journal of philosophy at UCLA. The purpose of the journal is to foster philosophical thought and provide an opportunity for undergraduates to gain writing and publishing experience. Maybe you have a philosophy paper that you’re really proud of, or you’re looking for a platform to test your arguments and be challenged. Maybe you have some cool ideas but hate writing when a grade depends on it. We encourage undergraduates of any major to participate in Meditations. BOOKCLUBS You can also be a part of our book club. The book club offers a chance to do a close reading of philosophical texts. During our weekly discussions, we will try to understand the ideas presented in the readings by breaking down nuances such as rhetoric and symbolism. OTHER PROGRAMS We encourage members to attend events organized by the Philosophy Department. We also cooperate with the department to plan events for you. For example coffee time with professors, study lounge, and information panel, and more. Facebook: Undergraduate Philosophy Club at UCLA",Category:,,,,,,,,
"Academic, Journals",Email:,,,Social Media:,,,,,
"Párrafo is an art and literary magazine under the direction of the graduate students of the Department of Spanish and Portuguese of the University of California, Los Angeles. Párrafo publishes academic, literary, artistic texts and artistic productions that offer a critical perspective on the issue's theme. Párrafo targets the academic community —professors, graduate and undergraduate students, librarians, and related scholars and artists— associated with Departments of Spanish and Portuguese, Comparative Literature, Romance Languages, Latin American Studies, Chicano Studies, and related fields at universities, colleges and other academic institutions in the United States and abroad. In addition, Párrafo is intended for a readership connected to cultural institutions devoted to the Spanish and Portuguese speaking world, such as embassies, consulates, and foundations within and outside the United States. In essence, Párrafo is a magazine that allows academics and artists to explore topics in nuanced and creative ways.",Category:,,,,,,,,
"Journals, Cultural",Email:,,,Social Media:,,,,,
"The Undergraduate Law Journal (ULJ) at UCLA provides a forum for undergraduate students across the country to either write or edit a 15-25 page law journal article. ULJ gives pre-law students the opportunity to explore legal writing in a collaborative space. The law journal previously operated under the Pre-Law Society, but we are moving it to be its own entity.",Category:,,,,,,,,
"Journals, Law",Email:,,,"Undergraduate Research Journal of Psychology, The",,,,,
"An annual publication of collaborative efforts between undergraduate students at UCLA and other universities, The Undergraduate Journal of Psychology at UCLA aims to promote and disseminate student excellence in psychological research. The organization intends to serve the undergraduate community at large by making the publication process more accessible and highlighting the interesting and relevant nature of the study of psychology. This publication offers multiple opportunities and students can either submit work or join the staff in an editing, marketing/finance, and submissions/workshops position.",Category:,,,,,,,,
"Journals, Academic",Email:,,,Social Media:,,,,,
"Westwind is an undergraduate-run, journal of the arts that publishes literary and visual art works in print and digital media from across the UCLA community.",Category:,,,,,,,,
"Journals, Arts",Email:,,,Social Media:,,,,,
"The ASDA Pre-dental Political Advocacy Club (APPA) at UCLA is a student organization committed to engaging pre-dental students in legislative advocacy and dental healthcare policy reform. Through hands-on involvement in the legislative process, members advocate for critical issues such as student loan reform and increased access to dental care for low-income populations. Our organization aims to work closely with District 11 ASDA and UCLA ASDA Pre-dental to coordinate advocacy initiatives, including organized visits to Capitol Hill where students directly engage with lawmakers and their staff. Members participate in various ASDA conferences, including District 11 ASDA conferences, Western Regional ASDA conference, and Pre-dental D11 conference, to network with dental professionals and fellow advocates. Through bill analysis, policy discussions, and advocacy planning, APPA provides members with valuable experience in healthcare legislation while contributing to meaningful change in dental education and healthcare accessibility.",Category:,,,,,,,,
"Dental, Pre-Professional",Email:,,,,,,,,
